SEGID,AnnWkAM15,AnnWkMD15,AnnWkPM15,AnnWkAMHr,AnnWkMDHr,AnnWkPMHr,AnnWkAMPrd,AnnWkMDPrd,AnnWkPMPrd
2935_001.1,0.03,0.03,0.08,0.03,0.03,0.07,0.03,0.03,0.07
2935_001.4,0.03,0.03,0.05,0.03,0.02,0.04,0.02,0.02,0.04
2936_000.0,0.06,0.07,0.11,0.06,0.06,0.1,0.05,0.05,0.1
2936_000.5,0.03,0.03,0.05,0.02,0.03,0.05,0.02,0.02,0.04
2937_000.1,0.02,0.03,0.04,0.02,0.03,0.03,0.02,0.02,0.03
2937_000.4,0.04,0.03,0.05,0.03,0.02,0.04,0.03,0.02,0.04
2937_003.6,0.06,0.01,0.07,0.06,0.0,0.06,0.05,0.0,0.06
2937_004.1,0.04,0.04,0.08,0.04,0.04,0.08,0.03,0.03,0.07
2937_004.6,0.04,0.03,0.16,0.04,0.03,0.15,0.03,0.02,0.14
2938_000.3,0.22,0.13,0.31,0.2,0.12,0.28,0.17,0.1,0.25
2938_000.8,0.24,0.11,0.38,0.22,0.1,0.35,0.18,0.08,0.32
2939_000.2,0.12,0.08,0.15,0.11,0.07,0.14,0.09,0.06,0.12
2939_001.1,0.12,0.08,0.14,0.11,0.07,0.13,0.09,0.06,0.12
2939_001.3,0.1,0.08,0.15,0.09,0.08,0.14,0.08,0.07,0.12
2939_002.8,0.12,0.09,0.14,0.11,0.08,0.13,0.09,0.07,0.12
2940_000.0,0.65,0.5,0.86,0.57,0.44,0.76,0.47,0.38,0.66
2940_000.4,0.64,0.5,0.87,0.59,0.46,0.8,0.49,0.4,0.72
2940_000.6,0.72,0.55,0.91,0.66,0.51,0.86,0.55,0.44,0.78
2941_000.0,0.04,0.02,0.07,0.04,0.02,0.06,0.03,0.02,0.06
2943_000.0,0.07,0.05,0.1,0.07,0.05,0.09,0.06,0.04,0.08
2943_001.1,0.07,0.06,0.24,0.07,0.05,0.22,0.05,0.05,0.2
2943_001.2,0.09,0.07,0.17,0.09,0.06,0.16,0.07,0.05,0.14
2943_001.3,0.11,0.07,0.18,0.1,0.07,0.16,0.08,0.06,0.15
2944_000.0,0.07,0.06,0.08,0.07,0.05,0.07,0.05,0.04,0.07
2944_000.3,0.06,0.07,0.09,0.06,0.06,0.08,0.05,0.05,0.08
2945_000.0,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0.01,0.02
2945_001.3,0.03,0.03,0.04,0.03,0.03,0.04,0.02,0.02,0.04
2945_003.0,0.02,0.01,0.02,0.02,0.01,0.02,0.01,0.01,0.02
2946_000.0,0.56,0.53,0.64,0.51,0.48,0.59,0.42,0.41,0.54
2946_000.2,0.55,0.52,0.69,0.5,0.48,0.64,0.41,0.41,0.59
2946_000.6,0.9,0.81,1.03,0.86,0.75,1.0,0.71,0.65,0.9
2946_001.1,0.9,0.86,1.01,0.85,0.79,0.98,0.71,0.67,0.9
2946_001.6,0.65,0.56,0.85,0.6,0.52,0.78,0.49,0.44,0.72
2946_002.2,0.46,0.44,0.66,0.42,0.41,0.61,0.35,0.35,0.56
2946_002.7,0.79,0.56,1.02,0.72,0.51,0.99,0.6,0.44,0.91
2946_003.2,0.82,0.53,1.03,0.76,0.49,1.0,0.63,0.43,0.9
2946_003.6,0.67,0.49,0.88,0.61,0.45,0.81,0.51,0.39,0.73
2946_004.1,0.6,0.53,0.82,0.55,0.49,0.75,0.46,0.43,0.68
2946_004.7,0.64,0.58,0.92,0.59,0.54,0.84,0.49,0.46,0.78
2946_005.1,0.34,0.28,0.39,0.31,0.26,0.36,0.26,0.23,0.32
2947_000.6,0.06,0.05,0.09,0.06,0.05,0.08,0.05,0.04,0.08
2947_001.1,0.04,0.05,0.07,0.04,0.04,0.07,0.03,0.04,0.06
2949_000.0,0.03,0.03,0.05,0.03,0.02,0.04,0.02,0.02,0.04
2949_000.8,0.04,0.03,0.04,0.03,0.02,0.04,0.03,0.02,0.03
2949_001.8,0.03,0.03,0.04,0.03,0.02,0.04,0.02,0.02,0.03
2949_003.4,0.03,0.03,0.05,0.03,0.02,0.04,0.03,0.02,0.04
2950_000.0,0.08,0.04,0.08,0.07,0.04,0.08,0.06,0.04,0.07
2950_001.3,0.05,0.04,0.07,0.04,0.04,0.06,0.04,0.03,0.05
2951_000.0,0.04,0.03,0.06,0.03,0.02,0.05,0.03,0.02,0.04
2953_000.0,0.07,0.05,0.12,0.07,0.05,0.11,0.06,0.04,0.1
2954_000.0,0.34,0.35,0.74,0.32,0.32,0.68,0.26,0.27,0.63
2954_000.5,0.7,0.65,1.15,0.64,0.6,1.13,0.53,0.51,1.04
2954_001.0,0.74,0.61,1.08,0.68,0.56,1.06,0.57,0.48,0.97
2954_001.5,0.74,0.7,1.03,0.68,0.64,1.01,0.56,0.55,0.93
2954_001.7,0.72,0.76,0.86,0.66,0.7,0.79,0.55,0.59,0.73
2954_001.9,0.4,0.35,0.51,0.37,0.32,0.47,0.3,0.27,0.44
2954_002.0,0.39,0.36,0.54,0.36,0.33,0.49,0.3,0.28,0.46
2954_002.5,0.34,0.32,0.45,0.31,0.29,0.41,0.26,0.26,0.37
2954_003.0,0.17,0.22,0.47,0.16,0.2,0.43,0.13,0.17,0.4
2955_000.0,0.04,0.04,0.07,0.04,0.03,0.06,0.03,0.03,0.06
2955_001.1,0.03,0.04,0.09,0.03,0.03,0.09,0.02,0.03,0.08
2956_000.0,0.28,0.14,0.37,0.26,0.13,0.34,0.22,0.11,0.31
2956_000.2,0.2,0.15,0.3,0.18,0.14,0.28,0.15,0.12,0.25
2957_000.0,0.04,0.03,0.07,0.03,0.03,0.07,0.03,0.02,0.06
2957_001.0,0.03,0.03,0.06,0.03,0.03,0.05,0.02,0.02,0.05
2957_002.0,0.03,0.03,0.05,0.02,0.02,0.05,0.02,0.02,0.04
2958_000.0,0.61,0.2,0.42,0.56,0.19,0.39,0.46,0.16,0.36
2958_000.1,0.62,0.53,0.7,0.57,0.49,0.65,0.47,0.41,0.6
2958_000.4,1.05,0.44,0.98,1.03,0.4,0.93,0.85,0.34,0.86
2958_000.6,0.9,0.36,0.84,0.85,0.33,0.77,0.71,0.28,0.71
2958_001.1,1.2,0.5,1.14,1.17,0.46,1.11,0.97,0.39,1.03
2958_001.6,0.8,0.5,0.79,0.73,0.46,0.73,0.61,0.39,0.67
2958_002.1,0.22,0.12,0.22,0.2,0.11,0.2,0.17,0.09,0.19
2959_000.0,0.05,0.04,0.07,0.04,0.03,0.06,0.03,0.03,0.05
2959_001.0,0.05,0.04,0.07,0.05,0.03,0.07,0.04,0.03,0.06
2960_000.0,0.48,0.48,0.63,0.44,0.45,0.58,0.36,0.38,0.53
2960_000.4,0.82,0.57,0.86,0.76,0.52,0.79,0.63,0.45,0.73
2960_000.6,0.98,0.77,0.98,0.95,0.71,0.93,0.79,0.61,0.85
2960_001.0,0.79,0.81,0.92,0.72,0.74,0.88,0.6,0.63,0.81
2960_001.5,0.79,0.8,0.98,0.73,0.74,0.95,0.6,0.63,0.88
2960_001.9,0.76,0.77,0.91,0.7,0.71,0.84,0.58,0.61,0.77
2960_002.0,0.82,0.81,1.0,0.75,0.75,0.97,0.62,0.64,0.9
2960_002.5,0.67,0.62,0.88,0.62,0.57,0.81,0.51,0.49,0.75
2960_003.0,0.63,0.54,0.8,0.58,0.49,0.73,0.48,0.42,0.68
2960_003.4,0.53,0.52,0.77,0.49,0.47,0.71,0.41,0.41,0.64
2960_004.1,0.27,0.26,0.3,0.25,0.24,0.28,0.21,0.2,0.26
2961_000.0,0.06,0.05,0.08,0.06,0.05,0.08,0.05,0.04,0.07
2961_001.0,0.07,0.05,0.08,0.06,0.05,0.08,0.05,0.04,0.07
2962_000.0,0.9,0.89,1.07,0.86,0.82,1.05,0.71,0.7,0.97
2962_000.2,0.79,0.66,2.14,0.73,0.61,2.1,0.6,0.52,1.94
2962_001.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2963_000.0,0.05,0.03,0.14,0.05,0.03,0.13,0.04,0.02,0.12
2963_000.6,0.05,0.04,0.09,0.05,0.04,0.08,0.04,0.03,0.08
2964_000.0,0.53,0.27,0.55,0.49,0.25,0.51,0.4,0.21,0.47
2964_000.5,0.45,0.29,0.59,0.42,0.27,0.55,0.34,0.23,0.5
2964_001.0,0.37,0.32,0.47,0.34,0.29,0.43,0.28,0.25,0.4
2964_001.5,0.34,0.33,0.46,0.31,0.3,0.42,0.26,0.26,0.39
2964_002.0,0.31,0.31,0.47,0.29,0.28,0.43,0.24,0.24,0.4
2964_002.1,0.34,0.31,0.39,0.32,0.29,0.36,0.26,0.24,0.33
2964_002.2,0.44,0.28,0.57,0.41,0.26,0.52,0.34,0.22,0.48
2964_002.5,0.33,0.32,0.42,0.31,0.3,0.39,0.25,0.25,0.36
2964_003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2965_000.0,0.6,0.54,1.09,0.55,0.49,1.07,0.45,0.42,0.98
2965_000.5,0.65,0.47,1.39,0.6,0.43,1.36,0.5,0.37,1.26
2965_001.1,0.79,0.66,1.2,0.73,0.6,1.18,0.6,0.51,1.08
2965_001.6,0.62,0.55,1.0,0.57,0.51,0.95,0.47,0.43,0.87
2965_002.1,0.64,0.26,0.92,0.59,0.24,0.88,0.49,0.2,0.81
2966_000.0,0.26,0.24,0.34,0.24,0.22,0.31,0.2,0.19,0.28
2966_000.5,0.47,0.38,0.55,0.43,0.35,0.51,0.36,0.3,0.47
2966_001.0,0.51,0.42,0.59,0.47,0.39,0.54,0.39,0.33,0.5
2966_001.5,0.39,0.33,0.44,0.36,0.3,0.4,0.3,0.26,0.36
2966_002.0,0.42,0.36,0.52,0.38,0.33,0.48,0.32,0.29,0.43
2966_002.5,0.25,0.2,0.3,0.23,0.18,0.28,0.19,0.16,0.25
2966_003.1,0.69,0.47,0.85,0.64,0.43,0.78,0.53,0.37,0.7
2966_003.7,0.24,0.21,0.39,0.22,0.19,0.36,0.18,0.16,0.32
2966_004.2,0.46,0.35,0.75,0.42,0.32,0.69,0.35,0.28,0.62
2966_004.7,0.35,0.24,0.52,0.32,0.22,0.47,0.27,0.19,0.43
2966_005.1,0.33,0.22,0.42,0.3,0.2,0.39,0.25,0.17,0.36
2966_005.2,0.25,0.21,0.45,0.23,0.19,0.41,0.19,0.16,0.38
2966_005.7,0.24,0.21,0.35,0.22,0.19,0.32,0.18,0.16,0.29
2967_000.0,0.05,0.04,0.07,0.05,0.04,0.06,0.04,0.03,0.06
2967_000.5,0.06,0.04,0.08,0.06,0.04,0.07,0.05,0.03,0.07
2967_001.0,0.06,0.04,0.08,0.05,0.03,0.07,0.04,0.03,0.06
2967_001.5,0.05,0.04,0.07,0.05,0.03,0.07,0.04,0.03,0.06
2968_000.0,0.19,0.19,0.45,0.17,0.17,0.42,0.14,0.15,0.38
2968_000.5,0.19,0.21,0.3,0.18,0.19,0.28,0.15,0.16,0.26
2968_001.1,0.92,0.9,1.39,0.85,0.85,1.37,0.7,0.73,1.26
2968_001.5,0.89,0.9,1.41,0.85,0.83,1.38,0.71,0.72,1.24
2968_002.0,0.27,0.28,0.45,0.25,0.26,0.41,0.21,0.22,0.37
2969_000.0,0.05,0.04,0.08,0.04,0.03,0.07,0.03,0.03,0.07
2969_000.5,0.04,0.05,0.06,0.04,0.04,0.06,0.03,0.04,0.05
2969_001.1,0.04,0.05,0.06,0.03,0.04,0.05,0.03,0.04,0.05
2970_000.0,0.14,0.11,0.2,0.13,0.1,0.19,0.11,0.08,0.17
2972_000.0,0.3,0.22,0.55,0.28,0.2,0.51,0.23,0.18,0.46
2972_000.2,0.34,0.25,0.44,0.32,0.23,0.41,0.26,0.2,0.37
2972_000.5,0.41,0.3,0.53,0.38,0.28,0.49,0.31,0.24,0.45
2972_001.0,0.39,0.29,0.53,0.36,0.27,0.48,0.29,0.23,0.45
2972_001.4,0.24,0.23,0.36,0.22,0.22,0.33,0.19,0.18,0.3
2972_001.5,0.29,0.25,0.4,0.26,0.23,0.37,0.22,0.19,0.34
2974_000.0,0.84,0.15,0.64,0.77,0.14,0.59,0.64,0.12,0.55
2974_000.2,0.47,0.16,0.34,0.43,0.15,0.31,0.36,0.13,0.29
2974_000.5,0.72,0.55,0.77,0.67,0.51,0.71,0.55,0.43,0.66
2974_001.0,0.82,0.48,0.83,0.75,0.44,0.76,0.62,0.38,0.7
2974_001.5,0.72,0.53,0.78,0.66,0.49,0.72,0.55,0.42,0.66
2974_001.7,0.66,0.52,0.82,0.61,0.48,0.75,0.5,0.41,0.7
2974_001.9,0.63,0.48,0.69,0.58,0.45,0.64,0.48,0.38,0.59
2974_002.0,0.61,0.47,0.73,0.56,0.43,0.67,0.46,0.37,0.62
2974_002.5,0.69,0.6,0.85,0.63,0.56,0.79,0.53,0.48,0.71
2974_002.8,0.74,0.68,0.92,0.68,0.62,0.87,0.57,0.54,0.79
2974_003.5,0.68,0.55,0.85,0.63,0.5,0.78,0.52,0.44,0.7
2974_003.8,0.59,0.41,0.82,0.54,0.38,0.76,0.45,0.33,0.68
2974_004.1,0.65,0.42,0.69,0.59,0.38,0.64,0.49,0.33,0.57
2975_000.0,0.14,0.13,0.21,0.13,0.12,0.19,0.11,0.1,0.18
2975_000.4,0.16,0.13,0.24,0.15,0.12,0.22,0.12,0.11,0.2
2975_000.7,0.12,0.13,0.27,0.11,0.12,0.25,0.09,0.1,0.22
2975_001.1,0.15,0.12,0.2,0.13,0.11,0.18,0.11,0.1,0.16
2975_002.1,0.12,0.1,0.27,0.11,0.09,0.25,0.1,0.08,0.22
2975_002.4,0.13,0.12,0.19,0.12,0.11,0.18,0.1,0.1,0.16
2976_000.0,0.41,0.33,0.6,0.38,0.3,0.55,0.31,0.26,0.51
2976_000.7,0.38,0.34,0.5,0.35,0.31,0.46,0.29,0.26,0.42
2976_001.0,0.32,0.35,0.51,0.29,0.32,0.47,0.24,0.27,0.44
2978_000.0,1.91,1.63,1.7,1.87,1.6,1.67,1.55,1.36,1.54
2978_000.5,2.07,1.6,1.97,2.03,1.57,1.93,1.68,1.34,1.78
2979_000.0,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.02,0.03
2979_001.2,0.03,0.02,0.06,0.03,0.02,0.05,0.02,0.02,0.05
2979_001.4,0.02,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.02
2980_000.0,0.31,0.25,0.41,0.29,0.23,0.38,0.24,0.2,0.35
2980_000.4,0.65,0.47,0.85,0.6,0.43,0.78,0.5,0.37,0.72
2980_000.9,0.63,0.56,0.93,0.58,0.51,0.88,0.48,0.44,0.81
2980_001.3,0.5,0.56,0.87,0.46,0.51,0.8,0.38,0.44,0.74
2982_000.0,0.22,0.13,0.29,0.2,0.12,0.27,0.17,0.11,0.24
2982_000.6,0.18,0.15,0.22,0.17,0.14,0.21,0.14,0.12,0.19
2982_001.1,0.2,0.16,0.23,0.19,0.15,0.21,0.16,0.13,0.2
2983_000.0,0.7,0.56,0.77,0.64,0.52,0.71,0.53,0.44,0.66
2983_000.5,0.6,0.42,0.7,0.55,0.38,0.64,0.46,0.33,0.59
2983_000.7,0.47,0.38,0.59,0.43,0.35,0.54,0.36,0.3,0.5
2983_000.8,0.53,0.51,0.73,0.49,0.47,0.67,0.4,0.4,0.62
2983_001.1,0.99,0.9,1.36,0.94,0.83,1.34,0.78,0.71,1.23
2983_001.6,0.91,0.79,1.13,0.86,0.73,1.1,0.71,0.62,1.02
2983_001.7,0.9,0.81,1.15,0.86,0.75,1.13,0.71,0.64,1.04
2983_002.1,0.73,0.71,1.23,0.67,0.65,1.21,0.56,0.56,1.12
2986_000.0,0.12,0.04,0.09,0.11,0.04,0.08,0.09,0.03,0.08
2986_000.5,0.11,0.05,0.08,0.1,0.04,0.08,0.09,0.04,0.07
2986_001.0,0.08,0.05,0.09,0.07,0.05,0.09,0.06,0.04,0.08
2986_001.5,0.07,0.05,0.08,0.07,0.05,0.08,0.05,0.04,0.07
2986_002.0,0.07,0.05,0.08,0.07,0.05,0.08,0.06,0.04,0.07
2986_002.5,0.07,0.05,0.08,0.07,0.05,0.08,0.06,0.04,0.07
2986_003.0,0.08,0.06,0.09,0.08,0.05,0.08,0.06,0.04,0.07
2987_000.0,0.05,0.05,0.11,0.05,0.05,0.11,0.04,0.04,0.09
2987_000.6,0.03,0.03,0.05,0.02,0.03,0.04,0.02,0.02,0.04
2987_001.2,0.03,0.02,0.11,0.03,0.02,0.1,0.02,0.02,0.09
2987_001.7,0.03,0.02,0.14,0.03,0.02,0.12,0.02,0.02,0.1
2987_002.3,0.03,0.02,0.16,0.02,0.02,0.14,0.02,0.02,0.12
2987_003.2,0.02,0.02,0.14,0.02,0.02,0.13,0.02,0.02,0.12
2988_000.0,0.03,0.03,0.04,0.03,0.02,0.04,0.03,0.02,0.04
2988_000.3,0.06,0.05,0.1,0.06,0.05,0.09,0.05,0.04,0.08
2988_001.5,0.07,0.05,0.08,0.06,0.04,0.07,0.05,0.04,0.06
2990_000.0,0.26,0.24,0.34,0.24,0.22,0.31,0.19,0.19,0.28
2990_000.3,0.28,0.24,0.26,0.26,0.22,0.24,0.22,0.19,0.22
2990_000.4,0.52,0.34,0.56,0.48,0.32,0.52,0.4,0.27,0.48
2990_000.8,0.21,0.16,0.24,0.19,0.15,0.22,0.16,0.13,0.2
2991_000.0,0.06,0.04,0.08,0.06,0.04,0.07,0.05,0.03,0.07
2991_000.7,0.06,0.03,0.1,0.06,0.03,0.09,0.05,0.03,0.08
2991_001.2,0.05,0.03,0.11,0.04,0.03,0.1,0.04,0.03,0.09
2993_000.0,0.04,0.04,0.07,0.04,0.03,0.07,0.03,0.03,0.06
2994_000.0,0.44,0.44,0.5,0.41,0.41,0.46,0.34,0.36,0.41
2994_000.7,0.26,0.25,0.37,0.24,0.23,0.34,0.2,0.2,0.31
2995_000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2995_001.1,0.07,0.06,0.08,0.07,0.06,0.07,0.06,0.05,0.06
2995_002.6,0.08,0.06,0.07,0.07,0.06,0.07,0.06,0.05,0.06
2995_003.7,0.07,0.06,0.07,0.06,0.05,0.06,0.05,0.05,0.05
2996_000.0,1.26,1.0,1.32,1.24,0.97,1.29,1.03,0.83,1.19
2996_000.1,1.63,0.78,3.34,1.59,0.71,3.28,1.32,0.61,3.02
2996_000.3,0.57,0.38,0.61,0.53,0.35,0.56,0.44,0.3,0.52
2996_000.4,0.47,0.34,0.71,0.44,0.31,0.65,0.36,0.27,0.59
2996_001.0,0.2,0.1,0.27,0.19,0.09,0.25,0.15,0.08,0.23
2998_000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2998_000.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2998_000.8,0.12,0.14,0.22,0.11,0.13,0.21,0.1,0.11,0.19
2998_001.5,0.05,0.05,0.11,0.04,0.05,0.09,0.03,0.04,0.08
2998_002.3,0.07,0.05,0.11,0.06,0.05,0.1,0.05,0.04,0.09
2999_000.0,0.48,0.35,0.56,0.45,0.32,0.51,0.37,0.27,0.47
2999_000.3,0.38,0.34,0.83,0.35,0.31,0.76,0.29,0.27,0.7
2999_000.6,0.44,0.32,0.65,0.4,0.29,0.6,0.34,0.25,0.54
2999_001.3,0.43,0.31,0.63,0.39,0.28,0.58,0.33,0.24,0.52
2999_001.5,0.17,0.14,0.45,0.15,0.13,0.41,0.13,0.11,0.37
2999_003.4,0.21,0.16,0.37,0.2,0.15,0.34,0.16,0.13,0.31
2999_003.8,0.19,0.17,0.34,0.18,0.16,0.32,0.15,0.14,0.29
3000_000.0,0.33,0.25,0.48,0.31,0.23,0.44,0.26,0.2,0.4
3000_000.4,0.25,0.26,0.4,0.23,0.23,0.37,0.19,0.2,0.33
3000_001.1,0.25,0.2,0.26,0.23,0.19,0.24,0.19,0.16,0.22
3002_000.4,0.28,0.22,0.55,0.24,0.19,0.48,0.2,0.17,0.42
3002_000.9,0.29,0.24,0.41,0.27,0.22,0.38,0.22,0.19,0.34
3004_000.4,0.13,0.11,0.13,0.11,0.09,0.11,0.09,0.08,0.1
3004_000.9,0.11,0.09,0.15,0.1,0.08,0.13,0.08,0.07,0.11
3004_001.1,0.3,0.29,0.39,0.28,0.26,0.36,0.23,0.23,0.32
3004_002.1,0.79,0.57,0.91,0.72,0.52,0.86,0.6,0.45,0.79
3004_002.3,0.68,0.57,0.92,0.63,0.52,0.85,0.52,0.44,0.78
3004_002.5,0.55,0.52,0.73,0.51,0.48,0.67,0.42,0.41,0.62
3004_003.2,0.44,0.41,0.59,0.41,0.38,0.55,0.34,0.32,0.5
3004_003.3,0.34,0.29,0.44,0.31,0.26,0.4,0.26,0.22,0.37
3004_003.5,0.2,0.2,0.33,0.18,0.19,0.3,0.15,0.16,0.28
3004_004.2,0.35,0.27,0.43,0.32,0.25,0.4,0.27,0.21,0.37
3006_000.0,0.56,0.43,0.76,0.51,0.4,0.7,0.43,0.34,0.63
3006_000.4,0.44,0.31,0.5,0.41,0.28,0.46,0.34,0.25,0.42
3006_000.8,0.45,0.33,0.5,0.41,0.3,0.46,0.34,0.26,0.42
3006_001.6,0.62,0.56,0.74,0.57,0.52,0.68,0.47,0.44,0.63
3006_001.9,0.49,0.5,0.57,0.45,0.46,0.52,0.38,0.39,0.48
3007_000.0,0.04,0.03,0.04,0.03,0.02,0.04,0.03,0.02,0.04
3008_000.0,0.18,0.19,0.29,0.16,0.18,0.27,0.14,0.15,0.25
3008_000.6,0.96,0.58,1.07,0.91,0.54,1.05,0.75,0.46,0.97
3008_001.0,0.86,0.65,0.92,0.79,0.6,0.87,0.65,0.51,0.81
3008_001.3,0.73,0.56,0.9,0.67,0.52,0.83,0.56,0.44,0.77
3008_001.5,0.72,0.61,0.88,0.67,0.56,0.81,0.55,0.48,0.74
3010_000.0,0.11,0.09,0.3,0.1,0.08,0.27,0.08,0.07,0.25
3011_000.0,0.06,0.05,0.13,0.06,0.05,0.12,0.05,0.04,0.11
3012_000.0,0.28,0.24,0.59,0.25,0.22,0.54,0.21,0.2,0.49
3012_000.5,0.36,0.27,0.58,0.33,0.25,0.54,0.27,0.21,0.49
3012_001.1,0.47,0.41,0.53,0.43,0.38,0.49,0.36,0.32,0.45
3012_001.3,1.28,1.2,1.92,1.25,1.18,1.88,1.04,1.0,1.74
3012_001.5,0.41,0.36,0.48,0.37,0.33,0.44,0.31,0.29,0.41
3014_000.0,0.08,0.07,0.11,0.08,0.06,0.1,0.06,0.05,0.09
3014_001.2,0.52,0.41,0.73,0.48,0.38,0.67,0.39,0.32,0.62
3014_001.4,0.52,0.45,0.91,0.47,0.41,0.84,0.39,0.35,0.77
3015_000.0,0.65,0.3,0.57,0.6,0.27,0.53,0.49,0.23,0.49
3015_000.9,1.26,0.52,1.04,1.24,0.47,1.02,1.02,0.4,0.94
3015_001.4,1.24,0.61,1.06,1.22,0.56,1.04,1.01,0.48,0.96
3015_001.9,0.45,0.37,0.73,0.41,0.34,0.67,0.34,0.29,0.62
3015_002.4,0.45,0.4,0.77,0.41,0.37,0.71,0.34,0.31,0.65
3015_003.0,0.62,0.5,0.92,0.57,0.46,0.87,0.48,0.4,0.81
3015_003.5,0.57,0.53,0.88,0.53,0.48,0.81,0.44,0.41,0.75
3017_000.0,0.06,0.04,0.08,0.05,0.04,0.08,0.04,0.03,0.07
3020_000.0,0.44,0.3,0.47,0.41,0.27,0.44,0.34,0.23,0.4
3020_000.3,0.44,0.3,0.49,0.41,0.27,0.45,0.34,0.23,0.41
3020_000.6,0.73,0.49,0.81,0.67,0.45,0.75,0.56,0.38,0.69
3020_001.2,1.08,0.6,1.06,1.06,0.55,1.04,0.88,0.47,0.96
3020_001.4,1.08,0.6,1.06,1.06,0.55,1.04,0.88,0.47,0.96
3020_001.5,0.98,0.62,1.0,0.93,0.57,0.97,0.77,0.48,0.89
3020_001.7,0.74,0.67,0.99,0.69,0.62,0.94,0.57,0.53,0.87
3020_001.9,0.74,0.71,1.03,0.68,0.66,1.01,0.56,0.56,0.93
3020_002.2,1.0,0.66,1.14,0.97,0.6,1.11,0.81,0.51,1.03
3020_002.4,0.9,0.67,1.02,0.86,0.61,0.99,0.71,0.52,0.91
3020_002.6,0.8,0.68,0.98,0.73,0.63,0.95,0.61,0.54,0.88
3020_002.7,0.94,0.7,0.99,0.89,0.64,0.96,0.74,0.55,0.86
3020_003.2,0.63,0.47,0.92,0.58,0.43,0.86,0.48,0.38,0.78
3020_003.3,0.58,0.46,0.62,0.53,0.43,0.57,0.44,0.36,0.52
3020_003.5,0.58,0.46,0.63,0.53,0.42,0.58,0.44,0.36,0.53
3022_000.0,0.64,0.5,0.58,0.59,0.46,0.54,0.48,0.4,0.5
3022_000.1,0.8,0.55,0.77,0.74,0.5,0.71,0.61,0.43,0.65
3022_000.4,0.69,0.32,0.64,0.63,0.29,0.59,0.52,0.25,0.54
3024_000.3,0.21,0.19,0.27,0.2,0.18,0.25,0.16,0.15,0.23
3024_000.5,0.33,0.21,0.33,0.3,0.2,0.3,0.25,0.17,0.28
3024_000.7,0.31,0.17,0.38,0.28,0.16,0.35,0.23,0.14,0.32
3026_000.0,0.12,0.09,0.13,0.11,0.08,0.12,0.09,0.07,0.11
3026_001.2,0.14,0.09,0.15,0.13,0.08,0.14,0.11,0.07,0.13
3030_000.0,0.63,0.5,0.68,0.58,0.46,0.63,0.48,0.39,0.58
3030_000.6,0.56,0.49,0.65,0.51,0.45,0.6,0.42,0.38,0.55
3030_000.8,0.35,0.29,0.44,0.32,0.27,0.4,0.27,0.23,0.37
3031_000.0,0.7,0.43,0.63,0.65,0.39,0.58,0.54,0.34,0.52
3031_000.4,0.06,0.05,0.13,0.06,0.05,0.12,0.05,0.04,0.11
3031_002.2,0.22,0.17,0.38,0.2,0.15,0.35,0.17,0.13,0.32
3031_003.1,0.25,0.18,0.34,0.23,0.17,0.31,0.19,0.14,0.29
3032_000.0,0.33,0.31,0.41,0.3,0.29,0.38,0.25,0.25,0.35
3032_000.3,0.39,0.38,0.51,0.36,0.35,0.47,0.3,0.3,0.43
3032_000.5,0.41,0.38,0.48,0.37,0.35,0.44,0.31,0.3,0.41
3032_000.7,0.45,0.37,0.45,0.42,0.34,0.42,0.35,0.29,0.38
3032_000.9,0.6,0.39,0.56,0.55,0.36,0.51,0.46,0.3,0.47
3032_001.0,0.54,0.27,0.47,0.49,0.25,0.43,0.41,0.21,0.4
3033_000.0,0.27,0.22,0.52,0.25,0.2,0.48,0.21,0.17,0.44
3034_000.0,0.08,0.07,0.11,0.07,0.06,0.1,0.06,0.06,0.09
3034_000.8,0.08,0.08,0.1,0.08,0.08,0.1,0.06,0.07,0.09
3034_001.0,0.38,0.38,0.5,0.35,0.35,0.46,0.29,0.3,0.41
3035_000.0,0.32,0.19,0.36,0.29,0.17,0.33,0.24,0.15,0.3
3035_000.3,0.18,0.2,0.36,0.16,0.18,0.32,0.13,0.15,0.28
3035_000.9,0.22,0.19,0.36,0.19,0.17,0.31,0.16,0.15,0.27
3035_001.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3035_003.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3037_000.0,0.03,0.03,0.04,0.02,0.02,0.04,0.02,0.02,0.03
3037_000.4,0.03,0.03,0.04,0.03,0.02,0.04,0.02,0.02,0.03
3037_001.8,0.03,0.03,0.04,0.03,0.02,0.04,0.02,0.02,0.03
3038_000.0,0.07,0.06,0.09,0.06,0.05,0.09,0.05,0.04,0.08
3038_000.4,0.1,0.07,0.1,0.09,0.07,0.09,0.07,0.06,0.08
3038_000.8,0.06,0.06,0.07,0.06,0.05,0.07,0.05,0.05,0.06
