SEGID,AnnWkAM15,AnnWkMD15,AnnWkPM15,AnnWkAMHr,AnnWkMDHr,AnnWkPMHr,AnnWkAMPrd,AnnWkMDPrd,AnnWkPMPrd
0126_014.9,0.47,0.36,0.63,0.42,0.32,0.55,0.35,0.28,0.48
0126_016.1,0.48,0.34,0.57,0.42,0.3,0.5,0.35,0.26,0.44
0126_017.5,0.43,0.33,0.62,0.38,0.29,0.55,0.32,0.25,0.48
0126_018.7,0.54,0.43,0.63,0.48,0.38,0.56,0.4,0.33,0.49
0126_019.7,0.55,0.45,0.6,0.48,0.4,0.53,0.4,0.34,0.46
0126_020.8,0.45,0.37,0.62,0.4,0.32,0.54,0.33,0.28,0.5
0126_021.2,0.45,0.31,0.48,0.4,0.28,0.42,0.33,0.24,0.39
0127_000.0,0.81,0.54,1.24,0.71,0.47,1.18,0.59,0.41,1.03
0127_001.5,0.81,0.57,1.0,0.74,0.52,0.97,0.62,0.46,0.87
0127_001.7,1.08,0.76,1.2,1.06,0.7,1.17,0.88,0.61,1.05
0129_000.0,0.32,0.29,0.49,0.3,0.27,0.45,0.25,0.23,0.41
0129_000.5,0.52,0.47,0.91,0.48,0.44,0.84,0.4,0.37,0.77
0129_001.4,0.62,0.5,0.98,0.57,0.46,0.93,0.47,0.4,0.86
0129_001.8,0.4,0.34,0.52,0.37,0.32,0.48,0.31,0.27,0.44
0129_001.9,0.49,0.34,0.59,0.45,0.31,0.54,0.37,0.27,0.5
0129_003.0,0.51,0.34,0.57,0.47,0.31,0.52,0.39,0.27,0.48
0129_003.3,0.41,0.27,0.48,0.38,0.25,0.44,0.32,0.21,0.4
0129_003.9,0.41,0.27,0.49,0.38,0.24,0.46,0.31,0.21,0.41
0129_004.5,0.32,0.22,0.4,0.29,0.2,0.37,0.24,0.17,0.33
0129_005.8,0.32,0.22,0.38,0.29,0.2,0.35,0.24,0.18,0.32
0129_006.1,0.4,0.29,0.53,0.36,0.27,0.49,0.3,0.23,0.44
0131_001.5,0.06,0.04,0.08,0.05,0.04,0.07,0.04,0.03,0.06
0131_001.9,0.07,0.04,0.08,0.06,0.04,0.08,0.05,0.04,0.07
0134_000.0,0.21,0.21,0.39,0.19,0.18,0.34,0.15,0.16,0.3
0134_001.0,0.24,0.21,0.47,0.21,0.19,0.41,0.17,0.16,0.36
0134_002.0,0.24,0.17,0.38,0.21,0.15,0.33,0.17,0.14,0.31
0134_003.0,0.19,0.17,0.4,0.17,0.15,0.35,0.14,0.13,0.33
0134_003.8,0.14,0.11,0.17,0.12,0.1,0.15,0.1,0.09,0.14
0134_004.5,0.13,0.11,0.18,0.12,0.1,0.16,0.1,0.09,0.14
0134_005.5,0.13,0.11,0.18,0.12,0.1,0.16,0.1,0.09,0.15
0134_006.5,0.13,0.12,0.2,0.11,0.11,0.18,0.09,0.09,0.15
0134_007.1,0.12,0.12,0.21,0.11,0.1,0.18,0.09,0.09,0.16
0134_007.4,0.06,0.05,0.1,0.05,0.05,0.08,0.04,0.04,0.07
0134_007.8,0.06,0.05,0.09,0.05,0.05,0.08,0.04,0.04,0.07
0134_008.5,0.15,0.12,0.21,0.13,0.11,0.19,0.11,0.09,0.16
0134_009.2,0.26,0.2,0.37,0.23,0.18,0.33,0.19,0.15,0.28
0134_010.5,0.3,0.2,0.38,0.26,0.18,0.33,0.22,0.15,0.29
0134_011.3,0.72,0.53,0.85,0.66,0.49,0.78,0.55,0.42,0.7
0134_011.9,0.9,0.59,1.01,0.86,0.55,0.98,0.72,0.47,0.88
0134_012.4,0.69,0.4,0.74,0.63,0.36,0.68,0.53,0.32,0.61
0134_012.5,0.68,0.4,0.75,0.62,0.37,0.69,0.52,0.32,0.62
0134_013.1,0.73,0.45,0.85,0.67,0.41,0.78,0.56,0.36,0.7
0135_000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0135_000.2,0.12,0.09,0.13,0.11,0.09,0.12,0.09,0.07,0.11
0135_000.4,0.88,0.83,0.89,0.81,0.77,0.82,0.67,0.65,0.75
0140_000.0,0.26,0.19,0.34,0.24,0.17,0.32,0.2,0.15,0.28
0140_000.5,0.14,0.1,0.18,0.13,0.09,0.16,0.1,0.08,0.15
0140_000.8,0.09,0.07,0.12,0.09,0.06,0.11,0.07,0.05,0.1
0141_000.0,0.02,0.02,0.03,0.02,0.01,0.03,0.02,0.01,0.02
0141_000.9,0.02,0.02,0.03,0.02,0.01,0.03,0.02,0.01,0.02
0141_002.2,0.12,0.07,0.14,0.11,0.06,0.12,0.09,0.05,0.11
0141_003.2,0.12,0.13,0.27,0.1,0.12,0.23,0.09,0.1,0.21
0141_003.5,0.12,0.07,0.14,0.11,0.06,0.12,0.09,0.05,0.11
0141_004.1,0.07,0.06,0.09,0.06,0.05,0.08,0.05,0.04,0.07
0141_005.2,0.07,0.06,0.1,0.06,0.05,0.09,0.05,0.04,0.08
0141_006.0,0.07,0.06,0.1,0.06,0.05,0.09,0.05,0.04,0.08
0144_000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0145_000.0,0.76,0.51,0.94,0.67,0.45,0.83,0.56,0.39,0.72
0145_000.3,0.76,0.51,0.94,0.67,0.45,0.83,0.56,0.39,0.72
0145_000.6,0.64,0.49,0.84,0.57,0.43,0.74,0.47,0.37,0.64
0145_001.1,0.75,0.56,0.81,0.66,0.49,0.72,0.55,0.43,0.62
0145_001.4,0.88,0.55,0.94,0.77,0.48,0.83,0.64,0.42,0.73
0145_002.8,0.81,0.55,0.83,0.71,0.49,0.73,0.59,0.42,0.64
0145_003.3,0.73,0.54,0.75,0.67,0.49,0.69,0.56,0.43,0.62
0145_003.8,0.74,0.54,0.76,0.68,0.49,0.7,0.57,0.43,0.63
0145_004.4,0.76,0.56,0.77,0.7,0.51,0.71,0.58,0.44,0.64
0145_004.8,1.48,1.0,1.52,1.45,0.97,1.49,1.21,0.84,1.34
0145_005.3,1.07,0.76,1.12,1.01,0.67,1.06,0.84,0.58,0.93
0145_005.8,0.71,0.42,0.74,0.66,0.38,0.68,0.55,0.33,0.61
0145_006.2,0.71,0.42,0.73,0.65,0.38,0.67,0.54,0.33,0.61
0145_006.6,0.76,0.69,0.76,0.7,0.63,0.7,0.58,0.55,0.63
0147_000.0,0.02,0.03,0.04,0.02,0.02,0.03,0.02,0.02,0.03
0147_001.0,0.02,0.03,0.04,0.02,0.02,0.04,0.01,0.02,0.03
0147_002.5,0.02,0.02,0.04,0.02,0.02,0.03,0.02,0.02,0.03
0147_003.1,0.03,0.03,0.04,0.03,0.02,0.04,0.02,0.02,0.03
0147_003.9,0.05,0.04,0.07,0.05,0.03,0.06,0.04,0.03,0.05
0147_004.8,0.05,0.04,0.07,0.04,0.03,0.06,0.04,0.03,0.05
0147_005.9,0.09,0.07,0.12,0.08,0.06,0.1,0.06,0.05,0.09
0147_006.9,0.08,0.07,0.1,0.07,0.06,0.08,0.06,0.06,0.08
0147_008.1,0.09,0.11,0.16,0.08,0.1,0.14,0.07,0.08,0.13
0147_008.6,0.09,0.11,0.16,0.08,0.1,0.14,0.06,0.08,0.12
0147_008.8,0.1,0.11,0.16,0.09,0.1,0.14,0.07,0.08,0.13
0147_009.1,0.09,0.11,0.15,0.08,0.1,0.13,0.07,0.08,0.12
0147_009.8,0.1,0.12,0.15,0.09,0.11,0.13,0.07,0.09,0.12
0147_010.3,0.1,0.12,0.15,0.09,0.11,0.13,0.07,0.09,0.12
0147_010.5,0.1,0.12,0.15,0.09,0.11,0.13,0.07,0.09,0.12
0147_010.8,0.11,0.15,0.2,0.09,0.13,0.18,0.08,0.12,0.16
0147_011.1,0.12,0.14,0.18,0.11,0.13,0.16,0.09,0.11,0.15
0147_011.8,0.23,0.23,0.3,0.21,0.21,0.27,0.17,0.18,0.25
0147_012.1,0.76,0.65,0.78,0.7,0.6,0.72,0.58,0.51,0.66
0147_012.4,0.63,0.59,0.9,0.58,0.54,0.85,0.48,0.47,0.77
0147_012.7,0.59,0.57,0.9,0.55,0.52,0.83,0.46,0.46,0.75
0147_012.9,0.7,0.58,0.82,0.64,0.54,0.75,0.54,0.47,0.68
0147_013.2,0.55,0.41,0.69,0.51,0.38,0.63,0.42,0.33,0.57
0147_013.4,0.53,0.42,0.6,0.49,0.39,0.55,0.41,0.34,0.5
0147_014.4,0.49,0.41,0.62,0.43,0.36,0.55,0.36,0.32,0.48
0147_015.2,0.24,0.16,0.31,0.21,0.14,0.28,0.18,0.12,0.24
0147_016.2,0.08,0.07,0.12,0.07,0.07,0.11,0.06,0.06,0.09
0147_017.2,0.43,0.33,0.54,0.38,0.29,0.47,0.31,0.25,0.41
0151_000.0,0.77,0.51,0.9,0.71,0.47,0.83,0.59,0.41,0.75
0151_000.3,0.85,0.51,0.96,0.78,0.47,0.92,0.65,0.4,0.82
0151_000.5,0.92,0.52,1.0,0.87,0.48,0.95,0.72,0.41,0.85
0151_001.0,0.65,0.34,0.74,0.6,0.32,0.68,0.5,0.27,0.61
0151_001.5,0.64,0.34,0.69,0.59,0.31,0.64,0.49,0.27,0.57
0151_002.0,1.02,0.59,1.29,0.99,0.54,1.27,0.82,0.47,1.14
0151_002.5,1.11,0.73,1.33,1.09,0.67,1.3,0.9,0.57,1.2
0151_003.0,1.06,0.75,1.31,1.04,0.69,1.28,0.86,0.59,1.18
0151_003.5,1.02,0.72,1.29,1.0,0.66,1.26,0.83,0.57,1.16
0151_003.9,0.9,0.76,1.04,0.83,0.7,1.02,0.68,0.6,0.94
0152_000.0,0.57,0.4,0.68,0.52,0.37,0.63,0.43,0.31,0.58
0152_000.1,0.55,0.38,0.69,0.51,0.35,0.64,0.42,0.3,0.59
0152_000.7,0.47,0.27,0.53,0.43,0.25,0.49,0.36,0.22,0.44
0152_001.4,0.9,0.63,1.07,0.83,0.58,1.05,0.69,0.5,0.94
0152_002.3,0.9,0.64,1.14,0.86,0.58,1.12,0.71,0.51,1.0
0152_002.5,0.91,0.61,1.04,0.84,0.56,1.02,0.7,0.49,0.92
0152_002.8,0.9,0.61,1.04,0.83,0.56,1.02,0.69,0.49,0.91
0154_000.0,0.54,0.44,0.66,0.5,0.41,0.6,0.41,0.35,0.56
0154_000.5,0.66,0.58,0.84,0.61,0.53,0.77,0.52,0.41,0.7
0154_000.8,0.68,0.55,0.92,0.63,0.5,0.87,0.53,0.39,0.79
0154_001.4,0.87,0.6,1.03,0.77,0.53,0.96,0.65,0.41,0.87
0154_003.2,0.51,0.35,0.59,0.45,0.31,0.52,0.38,0.24,0.47
0154_004.2,0.81,0.57,0.91,0.75,0.53,0.87,0.62,0.46,0.78
0154_005.8,0.84,0.53,0.91,0.77,0.49,0.84,0.64,0.42,0.76
0154_006.8,0.86,0.61,0.92,0.79,0.56,0.85,0.66,0.49,0.76
0154_008.3,0.99,0.73,0.99,0.94,0.67,0.96,0.78,0.57,0.89
0154_009.6,0.93,0.75,0.95,0.88,0.69,0.9,0.74,0.6,0.81
0154_010.4,1.0,0.8,1.02,0.97,0.74,0.98,0.81,0.64,0.89
0154_011.4,0.95,0.75,0.96,0.9,0.69,0.92,0.75,0.6,0.82
0154_012.9,1.12,0.91,1.18,1.09,0.83,1.16,0.91,0.72,1.04
0154_013.9,1.1,0.92,1.08,1.08,0.87,1.06,0.89,0.74,0.98
0154_014.9,1.08,0.85,1.08,1.06,0.79,1.06,0.89,0.68,0.96
0154_015.9,1.14,0.92,1.13,1.11,0.87,1.1,0.93,0.76,0.99
0154_016.9,0.98,0.78,0.98,0.95,0.72,0.93,0.79,0.61,0.86
0154_017.9,1.15,0.88,1.09,1.12,0.81,1.07,0.93,0.69,0.99
0154_018.9,1.31,0.92,1.23,1.28,0.87,1.21,1.06,0.74,1.11
0154_019.5,0.92,0.66,0.92,0.88,0.61,0.87,0.72,0.52,0.8
0154_020.0,0.9,0.62,0.9,0.83,0.57,0.82,0.68,0.48,0.76
0154_021.0,1.03,0.75,1.14,1.0,0.69,1.12,0.83,0.59,1.03
0154_022.3,0.6,0.5,0.77,0.55,0.46,0.71,0.46,0.4,0.64
0156_000.0,0.92,0.65,0.9,0.85,0.6,0.86,0.71,0.52,0.77
0156_000.2,1.04,0.79,1.08,1.02,0.73,1.06,0.85,0.63,0.95
0156_000.3,1.16,0.85,1.13,1.14,0.78,1.11,0.94,0.67,1.02
0156_000.6,1.04,0.76,1.02,1.02,0.7,0.99,0.85,0.6,0.91
0156_001.0,0.99,0.72,0.97,0.96,0.66,0.92,0.79,0.56,0.85
0156_001.2,0.7,0.48,0.76,0.64,0.44,0.7,0.53,0.38,0.65
0164_000.0,0.3,0.2,0.43,0.26,0.18,0.38,0.21,0.16,0.35
0164_000.5,0.37,0.24,0.55,0.33,0.21,0.49,0.27,0.18,0.42
0164_001.1,0.46,0.37,0.59,0.4,0.33,0.52,0.33,0.28,0.46
0164_001.7,0.43,0.37,0.62,0.38,0.33,0.54,0.31,0.28,0.47
0164_002.0,0.42,0.36,0.63,0.37,0.31,0.55,0.31,0.27,0.48
0164_002.3,0.39,0.35,0.58,0.34,0.3,0.51,0.29,0.26,0.44
0171_000.0,0.66,0.74,0.99,0.6,0.68,0.94,0.5,0.59,0.84
0171_000.5,0.7,0.71,0.96,0.65,0.65,0.91,0.54,0.57,0.82
0171_001.5,0.59,0.56,0.7,0.55,0.51,0.64,0.45,0.45,0.58
0171_002.5,0.73,0.55,0.83,0.67,0.51,0.76,0.56,0.44,0.69
0171_003.3,0.44,0.29,0.51,0.41,0.27,0.47,0.34,0.23,0.42
0171_003.5,0.71,0.47,0.83,0.66,0.43,0.76,0.55,0.38,0.69
0171_004.0,0.81,0.47,0.9,0.74,0.44,0.85,0.62,0.38,0.77
0171_004.5,1.14,0.7,1.13,1.12,0.65,1.1,0.92,0.55,1.02
0171_005.0,1.1,0.69,1.1,1.08,0.64,1.08,0.89,0.54,0.99
0171_005.5,0.98,0.65,1.02,0.93,0.6,0.99,0.77,0.51,0.92
0171_005.8,1.0,0.73,1.11,0.97,0.67,1.09,0.8,0.57,1.0
0171_006.0,0.93,0.65,0.93,0.88,0.6,0.89,0.73,0.51,0.82
0171_006.5,0.75,0.58,0.74,0.69,0.54,0.68,0.57,0.46,0.63
0171_007.0,0.94,0.73,0.91,0.89,0.68,0.87,0.74,0.58,0.8
0171_007.3,0.63,0.63,0.87,0.58,0.58,0.8,0.48,0.49,0.74
0171_007.6,0.62,0.58,0.94,0.57,0.54,0.89,0.47,0.46,0.82
0171_008.0,0.76,0.48,0.95,0.7,0.44,0.9,0.58,0.38,0.83
0171_008.8,0.69,0.49,0.91,0.64,0.45,0.84,0.53,0.38,0.77
0171_009.2,0.65,0.56,0.76,0.6,0.52,0.7,0.49,0.44,0.64
0171_009.5,0.65,0.55,0.8,0.6,0.51,0.74,0.49,0.43,0.68
0171_009.8,0.65,0.54,0.85,0.6,0.5,0.78,0.49,0.43,0.72
0171_010.0,0.98,0.9,1.14,0.95,0.82,1.12,0.79,0.7,1.03
0171_010.1,0.81,0.78,0.91,0.74,0.71,0.84,0.61,0.61,0.77
0171_010.4,0.86,0.78,0.9,0.79,0.72,0.83,0.65,0.61,0.77
0171_010.6,0.92,0.78,0.99,0.85,0.71,0.96,0.7,0.61,0.88
0171_010.7,0.93,0.84,1.08,0.88,0.77,1.06,0.73,0.66,0.98
0171_011.0,0.9,0.84,1.06,0.85,0.78,1.04,0.71,0.66,0.96
0171_011.3,0.49,0.45,0.65,0.45,0.41,0.59,0.37,0.36,0.53
0171_011.6,0.6,0.51,0.81,0.56,0.47,0.75,0.46,0.4,0.69
0171_011.9,0.74,0.66,0.96,0.68,0.6,0.91,0.57,0.51,0.84
0171_012.2,0.73,0.66,0.92,0.67,0.61,0.88,0.56,0.52,0.81
0171_012.5,0.8,0.64,0.94,0.73,0.59,0.9,0.61,0.5,0.83
0171_012.7,0.51,0.38,0.64,0.47,0.35,0.59,0.39,0.3,0.55
0171_013.1,0.48,0.39,0.63,0.44,0.36,0.58,0.36,0.31,0.53
0171_013.6,0.56,0.41,0.78,0.52,0.38,0.72,0.43,0.33,0.65
0171_014.1,0.53,0.48,0.83,0.49,0.44,0.76,0.41,0.38,0.69
0171_014.6,0.35,0.43,0.63,0.32,0.4,0.58,0.27,0.35,0.52
0171_015.6,0.39,0.52,0.91,0.36,0.47,0.87,0.3,0.41,0.78
0172_000.0,0.74,0.39,0.92,0.68,0.36,0.88,0.57,0.31,0.79
0172_001.0,1.05,0.67,1.3,1.03,0.62,1.28,0.86,0.54,1.15
0172_002.0,0.96,0.62,1.09,0.91,0.57,1.07,0.76,0.49,0.96
0172_003.0,1.01,0.68,0.99,0.98,0.62,0.96,0.81,0.54,0.87
0172_004.0,1.48,1.02,1.53,1.45,0.99,1.5,1.21,0.86,1.34
0172_004.5,1.65,1.08,1.58,1.62,1.06,1.55,1.34,0.9,1.43
0172_005.0,1.57,1.03,1.57,1.54,1.01,1.54,1.28,0.88,1.38
0172_005.5,1.59,1.09,1.54,1.56,1.07,1.51,1.29,0.91,1.39
0172_006.0,0.7,0.39,0.66,0.65,0.36,0.61,0.54,0.31,0.54
0172_006.5,1.25,0.77,1.18,1.23,0.7,1.15,1.03,0.61,1.04
0172_007.0,1.45,0.89,1.4,1.42,0.82,1.37,1.18,0.71,1.23
0172_008.0,1.45,0.89,1.47,1.38,0.78,1.4,1.14,0.68,1.22
0172_008.5,0.66,0.45,0.74,0.61,0.41,0.68,0.51,0.36,0.61
0173_000.0,0.45,0.28,1.09,0.4,0.25,1.04,0.33,0.21,0.91
0173_000.7,0.53,0.3,1.06,0.46,0.26,1.01,0.38,0.23,0.88
0173_001.7,0.21,0.21,0.31,0.2,0.2,0.28,0.16,0.17,0.25
0173_002.2,0.22,0.2,0.3,0.2,0.18,0.28,0.17,0.16,0.25
0173_002.8,0.72,0.47,0.82,0.67,0.44,0.76,0.55,0.37,0.7
0173_003.8,0.57,0.33,0.62,0.52,0.3,0.57,0.43,0.25,0.52
0173_004.4,0.62,0.35,0.63,0.57,0.32,0.58,0.47,0.27,0.53
0173_004.7,1.11,0.66,1.21,1.09,0.61,1.18,0.91,0.53,1.06
0173_005.0,1.33,0.79,1.36,1.3,0.72,1.33,1.09,0.63,1.2
0173_005.3,1.25,0.8,1.34,1.22,0.74,1.32,1.02,0.64,1.18
0173_005.8,1.29,0.84,1.28,1.26,0.77,1.26,1.05,0.67,1.13
0173_006.3,1.26,0.74,1.38,1.24,0.68,1.36,1.03,0.59,1.22
0173_006.8,1.26,0.77,1.31,1.24,0.7,1.29,1.03,0.6,1.19
0173_007.3,0.77,0.83,1.05,0.71,0.76,1.03,0.59,0.65,0.95
0173_007.7,0.91,0.73,1.16,0.87,0.67,1.13,0.72,0.58,1.02
0173_008.8,0.84,0.68,1.02,0.77,0.62,0.99,0.64,0.53,0.91
0173_009.2,0.71,0.55,0.69,0.65,0.51,0.64,0.54,0.43,0.59
0173_009.3,0.74,0.58,0.73,0.68,0.54,0.67,0.56,0.46,0.62
0175_000.0,0.96,0.83,1.1,0.91,0.76,1.08,0.76,0.66,0.97
0175_000.1,1.01,0.81,1.2,0.98,0.75,1.17,0.82,0.65,1.05
0175_000.4,1.12,0.78,1.28,1.09,0.72,1.25,0.91,0.63,1.13
0175_000.9,1.1,0.77,1.27,1.08,0.71,1.24,0.9,0.61,1.12
0175_001.4,1.12,0.76,1.27,1.1,0.7,1.24,0.92,0.61,1.12
0175_001.9,1.14,0.76,1.3,1.12,0.7,1.27,0.93,0.6,1.15
0175_002.4,0.7,0.46,0.76,0.65,0.43,0.7,0.54,0.37,0.63
0175_002.9,0.78,0.51,0.83,0.72,0.47,0.76,0.6,0.41,0.69
0175_003.5,0.67,0.53,0.78,0.62,0.48,0.72,0.52,0.42,0.65
0175_003.9,0.74,0.56,0.87,0.68,0.51,0.8,0.56,0.44,0.73
0175_004.5,0.42,0.39,0.57,0.39,0.35,0.52,0.32,0.3,0.48
0175_004.7,0.52,0.39,0.62,0.48,0.36,0.57,0.4,0.3,0.53
0176_000.0,0.84,0.64,1.03,0.77,0.59,1.0,0.64,0.5,0.92
0176_000.4,0.83,0.62,0.91,0.77,0.57,0.86,0.64,0.49,0.78
0178_000.0,0.79,0.77,1.12,0.73,0.71,1.09,0.61,0.62,0.98
0178_000.2,0.67,0.49,0.73,0.62,0.45,0.67,0.52,0.39,0.61
0178_000.7,0.33,0.37,0.49,0.3,0.34,0.45,0.25,0.3,0.4
0178_001.0,0.31,0.33,0.45,0.28,0.31,0.41,0.23,0.27,0.37
0180_000.1,0.77,0.59,0.74,0.71,0.54,0.68,0.59,0.46,0.63
0186_000.0,0.99,0.82,0.94,0.94,0.75,0.89,0.78,0.64,0.82
0186_001.2,0.87,0.72,0.76,0.8,0.66,0.7,0.66,0.56,0.65
0186_001.5,1.32,1.07,1.28,1.29,1.05,1.25,1.07,0.9,1.16
0186_001.6,1.23,1.02,1.19,1.21,0.99,1.17,1.0,0.85,1.08
0186_001.9,0.6,0.48,0.55,0.55,0.44,0.5,0.46,0.38,0.46
0186_002.1,0.61,0.59,0.56,0.57,0.54,0.51,0.47,0.46,0.47
0186_002.2,0.53,0.57,0.63,0.48,0.52,0.58,0.4,0.45,0.53
0186_002.4,0.58,0.56,0.67,0.53,0.51,0.62,0.44,0.44,0.57
0186_002.5,0.59,0.56,0.66,0.55,0.52,0.61,0.45,0.44,0.56
0186_002.7,0.65,0.51,0.82,0.6,0.47,0.75,0.49,0.4,0.7
0186_002.8,0.66,0.51,0.79,0.6,0.47,0.73,0.5,0.4,0.67
0186_003.0,0.64,0.52,0.78,0.59,0.48,0.72,0.49,0.41,0.66
0186_003.3,0.56,0.49,0.79,0.51,0.45,0.72,0.42,0.39,0.67
0186_003.6,0.56,0.5,0.55,0.52,0.46,0.51,0.43,0.39,0.47
0186_003.9,0.62,0.46,0.72,0.57,0.43,0.66,0.47,0.36,0.61
0186_004.6,0.64,0.46,0.62,0.59,0.43,0.57,0.49,0.36,0.52
0186_004.7,0.64,0.47,0.62,0.59,0.43,0.57,0.49,0.36,0.53
0186_005.0,0.49,0.4,0.54,0.45,0.37,0.5,0.37,0.31,0.46
0186_005.5,1.33,0.81,1.32,1.3,0.74,1.29,1.08,0.63,1.19
0186_006.0,1.32,0.7,1.33,1.3,0.65,1.3,1.08,0.56,1.17
0186_006.4,1.28,0.65,1.32,1.26,0.6,1.29,1.05,0.52,1.16
0186_006.7,1.38,0.71,1.39,1.35,0.65,1.36,1.12,0.57,1.23
0186_006.9,1.95,1.01,1.86,1.91,0.98,1.82,1.58,0.83,1.68
0186_007.4,1.82,0.99,1.8,1.78,0.96,1.76,1.49,0.83,1.58
0186_008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0189_000.0,1.54,1.08,1.22,1.51,1.05,1.19,1.25,0.9,1.1
0189_000.2,1.02,0.77,0.84,1.0,0.71,0.78,0.83,0.6,0.71
0189_000.6,0.69,0.55,0.71,0.64,0.51,0.65,0.53,0.43,0.6
0189_001.1,1.31,1.16,1.45,1.28,1.14,1.42,1.06,0.97,1.31
0189_001.4,0.91,0.74,0.9,0.83,0.68,0.83,0.69,0.58,0.76
0189_001.6,0.73,0.58,0.73,0.68,0.53,0.67,0.56,0.45,0.62
0189_001.9,0.89,0.73,0.89,0.82,0.67,0.82,0.68,0.57,0.76
0189_002.1,0.86,0.72,0.9,0.79,0.66,0.83,0.65,0.57,0.77
0189_002.4,0.95,0.76,0.96,0.9,0.7,0.92,0.75,0.6,0.84
0189_002.6,0.96,0.75,0.98,0.91,0.69,0.93,0.75,0.59,0.86
0189_002.7,1.05,0.9,1.08,1.03,0.83,1.06,0.85,0.7,0.97
0189_002.9,0.74,0.76,0.99,0.68,0.7,0.96,0.56,0.6,0.89
0189_003.1,0.8,0.72,0.95,0.73,0.66,0.9,0.61,0.57,0.83
0189_003.4,0.66,0.65,0.74,0.6,0.6,0.68,0.5,0.51,0.63
0189_004.0,0.85,0.72,1.03,0.78,0.66,1.01,0.65,0.57,0.91
0189_005.3,0.7,0.59,0.94,0.65,0.54,0.89,0.54,0.47,0.8
0189_005.7,1.32,1.14,1.76,1.29,1.11,1.73,1.07,0.95,1.59
0189_006.3,0.75,0.46,0.86,0.69,0.42,0.79,0.57,0.36,0.73
0189_007.0,1.27,0.8,1.31,1.24,0.73,1.28,1.04,0.64,1.15
0189_007.4,0.78,0.58,0.91,0.71,0.53,0.86,0.59,0.46,0.77
0189_009.9,0.52,0.39,0.63,0.48,0.36,0.58,0.4,0.31,0.52
0189_013.1,0.5,0.37,0.6,0.44,0.33,0.52,0.37,0.29,0.48
0190_000.0,0.39,0.36,0.6,0.36,0.33,0.55,0.3,0.28,0.51
0190_000.1,0.4,0.3,0.46,0.37,0.28,0.43,0.31,0.24,0.38
0190_000.3,0.45,0.32,0.59,0.42,0.29,0.54,0.34,0.25,0.5
0190_000.8,0.82,0.46,1.06,0.76,0.42,1.04,0.63,0.36,0.96
0190_001.8,0.35,0.22,0.39,0.31,0.2,0.34,0.19,0.16,0.29
0190_004.7,0.33,0.21,0.36,0.29,0.18,0.32,0.18,0.15,0.27
0190_011.6,0.18,0.11,0.2,0.16,0.1,0.17,0.1,0.08,0.15
0190_015.8,0.03,0.02,0.03,0.02,0.01,0.03,0.02,0.01,0.02
0193_000.0,0.13,0.05,0.17,0.12,0.05,0.16,0.1,0.04,0.14
0193_001.0,0.16,0.09,0.18,0.15,0.09,0.16,0.12,0.07,0.15
0193_002.0,0.96,0.61,1.03,0.91,0.56,1.0,0.76,0.48,0.89
0193_002.7,0.61,0.45,0.9,0.56,0.41,0.86,0.46,0.36,0.77
0193_003.8,1.18,0.74,1.09,1.15,0.68,1.07,0.96,0.58,0.99
0193_004.2,0.99,0.7,0.99,0.96,0.64,0.94,0.8,0.55,0.87
0193_004.4,1.05,0.78,0.9,1.03,0.72,0.83,0.85,0.61,0.77
0193_004.5,0.92,0.65,1.03,0.87,0.6,1.01,0.73,0.52,0.91
0193_005.2,1.03,0.78,1.2,1.0,0.72,1.17,0.82,0.62,1.08
0193_006.0,1.12,0.82,1.29,1.09,0.75,1.26,0.9,0.64,1.16
0193_006.7,0.92,0.65,1.05,0.88,0.6,1.03,0.73,0.52,0.93
0193_007.2,0.95,0.62,1.27,0.91,0.57,1.24,0.76,0.49,1.12
0193_007.8,0.9,0.62,1.05,0.83,0.57,1.03,0.69,0.5,0.93
0194_000.0,0.74,0.49,0.83,0.65,0.43,0.73,0.54,0.37,0.64
0194_000.8,0.65,0.47,0.66,0.6,0.43,0.6,0.5,0.37,0.54
0194_001.9,0.56,0.46,0.51,0.52,0.42,0.47,0.43,0.37,0.43
0194_002.4,0.52,0.44,0.54,0.47,0.41,0.49,0.4,0.35,0.44
0194_002.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0198_000.0,0.35,0.27,0.4,0.31,0.24,0.35,0.26,0.21,0.3
0198_000.1,0.28,0.28,0.41,0.24,0.25,0.36,0.2,0.21,0.32
0198_000.3,0.31,0.29,0.45,0.27,0.25,0.39,0.22,0.22,0.34
0198_000.5,0.29,0.28,0.44,0.25,0.25,0.38,0.21,0.22,0.34
0198_001.4,0.25,0.24,0.35,0.22,0.21,0.31,0.18,0.19,0.29
0198_001.9,0.24,0.24,0.35,0.21,0.21,0.31,0.18,0.18,0.29
0198_002.4,0.23,0.23,0.35,0.21,0.21,0.31,0.17,0.18,0.28
0198_002.9,0.27,0.27,0.42,0.25,0.25,0.39,0.21,0.22,0.35
0198_003.7,0.42,0.39,0.63,0.39,0.36,0.58,0.32,0.31,0.52
0198_004.1,0.46,0.37,0.59,0.43,0.34,0.54,0.35,0.3,0.49
0198_004.4,0.84,0.65,1.0,0.77,0.6,0.95,0.64,0.52,0.85
