SEGID,AnnWkAM15,AnnWkMD15,AnnWkPM15,AnnWkAMHr,AnnWkMDHr,AnnWkPMHr,AnnWkAMPrd,AnnWkMDPrd,AnnWkPMPrd
2114_000.7,0.66,0.62,0.96,0.61,0.57,0.91,0.51,0.49,0.84
2116_000.0,0.69,0.73,0.92,0.63,0.67,0.88,0.52,0.57,0.81
2116_001.0,0.66,0.7,0.91,0.61,0.65,0.86,0.5,0.55,0.8
2116_001.3,1.23,0.99,1.34,1.21,0.94,1.31,1.0,0.8,1.21
2116_001.7,0.93,0.9,1.12,0.88,0.85,1.1,0.73,0.73,1.01
2116_002.0,0.66,0.63,0.87,0.6,0.58,0.8,0.5,0.5,0.74
2116_003.1,0.85,0.76,1.05,0.78,0.7,1.03,0.65,0.61,0.93
2116_003.6,0.51,0.47,0.71,0.47,0.44,0.65,0.39,0.37,0.6
2116_004.5,0.7,0.48,0.89,0.65,0.44,0.82,0.54,0.38,0.75
2117_000.0,0.1,0.1,0.19,0.09,0.09,0.17,0.08,0.08,0.16
2117_001.1,0.2,0.09,0.58,0.18,0.08,0.53,0.15,0.07,0.48
2118_000.0,0.47,0.46,0.66,0.43,0.42,0.61,0.36,0.36,0.56
2118_000.3,1.02,0.54,1.46,1.0,0.49,1.43,0.83,0.42,1.32
2118_000.7,1.09,0.55,1.44,1.07,0.51,1.41,0.89,0.44,1.27
2118_001.5,1.06,0.68,1.3,1.04,0.62,1.27,0.87,0.54,1.14
2118_002.3,0.8,0.55,0.91,0.73,0.5,0.84,0.61,0.43,0.78
2118_003.0,0.79,0.57,1.21,0.73,0.53,1.19,0.6,0.45,1.1
2118_003.4,1.02,0.81,1.48,1.0,0.74,1.45,0.83,0.63,1.34
2118_003.9,1.02,0.8,1.41,0.99,0.74,1.38,0.82,0.63,1.27
2118_004.8,1.22,0.78,1.87,1.2,0.71,1.83,0.99,0.61,1.69
2120_000.0,0.48,0.37,0.64,0.45,0.34,0.58,0.37,0.29,0.54
2120_001.0,0.98,0.75,1.13,0.93,0.69,1.1,0.77,0.6,0.99
2120_001.2,1.01,0.75,1.36,0.98,0.69,1.33,0.82,0.6,1.19
2120_001.7,1.02,0.81,1.29,0.99,0.74,1.26,0.82,0.63,1.17
2120_002.0,0.89,0.67,1.0,0.82,0.61,0.97,0.68,0.52,0.9
2120_002.5,0.71,0.49,0.9,0.66,0.45,0.83,0.55,0.39,0.75
2120_003.0,0.73,0.49,0.92,0.67,0.45,0.85,0.56,0.39,0.76
2120_003.5,0.79,0.51,0.92,0.73,0.47,0.87,0.61,0.41,0.78
2120_004.0,0.83,0.51,0.99,0.76,0.47,0.94,0.64,0.41,0.85
2121_000.0,0.04,0.04,0.12,0.04,0.03,0.11,0.03,0.03,0.1
2122_000.0,0.45,0.42,1.05,0.41,0.38,1.03,0.34,0.33,0.95
2122_000.5,0.36,0.35,0.6,0.33,0.33,0.55,0.27,0.28,0.51
2122_000.9,0.76,0.75,1.0,0.7,0.69,0.97,0.58,0.59,0.89
2122_001.2,0.75,0.63,1.0,0.69,0.58,0.95,0.57,0.49,0.87
2122_001.8,0.5,0.41,0.73,0.46,0.38,0.67,0.38,0.33,0.6
2122_002.1,0.31,0.31,0.56,0.28,0.29,0.51,0.24,0.25,0.46
2123_000.0,0.03,0.02,0.05,0.02,0.02,0.05,0.02,0.01,0.05
2123_000.5,0.03,0.01,0.06,0.03,0.01,0.05,0.02,0.01,0.05
2123_001.0,0.31,0.2,0.51,0.29,0.19,0.47,0.24,0.16,0.43
2123_001.4,0.31,0.18,0.5,0.29,0.17,0.46,0.24,0.14,0.42
2123_002.0,0.75,0.43,0.99,0.69,0.4,0.94,0.58,0.34,0.84
2123_002.5,0.79,0.39,0.97,0.73,0.36,0.92,0.6,0.31,0.85
2124_000.0,0.95,0.72,1.13,0.9,0.67,1.11,0.75,0.57,1.02
2124_001.0,0.93,0.68,1.22,0.88,0.62,1.19,0.73,0.53,1.1
2124_001.6,0.65,0.72,1.1,0.6,0.66,1.08,0.5,0.57,1.0
2124_002.1,0.92,0.76,1.22,0.85,0.7,1.19,0.7,0.6,1.1
2124_002.4,0.55,0.56,1.18,0.5,0.51,1.16,0.42,0.44,1.07
2124_003.0,0.34,0.47,1.09,0.31,0.43,1.07,0.26,0.37,0.99
2124_003.3,0.56,0.64,1.14,0.52,0.59,1.12,0.43,0.5,1.03
2124_003.5,0.72,0.72,1.09,0.66,0.66,1.06,0.55,0.56,0.98
2125_000.0,0.03,0.04,0.06,0.03,0.04,0.06,0.03,0.03,0.05
2126_000.0,0.53,0.42,0.94,0.48,0.39,0.89,0.4,0.33,0.82
2126_000.7,0.83,0.71,1.15,0.77,0.65,1.12,0.63,0.56,1.03
2128_000.0,0.54,0.33,0.73,0.5,0.3,0.67,0.41,0.25,0.62
2128_000.8,0.37,0.28,0.53,0.34,0.25,0.49,0.28,0.22,0.45
2128_001.7,0.47,0.35,0.67,0.43,0.32,0.62,0.36,0.27,0.57
2128_002.2,0.81,0.52,1.24,0.74,0.48,1.22,0.61,0.41,1.12
2128_003.2,0.68,0.4,1.07,0.63,0.37,1.05,0.52,0.32,0.97
2128_004.2,0.69,0.42,0.94,0.64,0.39,0.9,0.53,0.33,0.83
2128_005.0,0.52,0.38,0.91,0.48,0.35,0.83,0.4,0.3,0.77
2128_005.9,0.61,0.51,0.87,0.56,0.47,0.8,0.47,0.4,0.73
2128_006.5,0.63,0.64,0.81,0.58,0.59,0.74,0.48,0.5,0.68
2128_007.1,0.64,0.63,1.08,0.59,0.58,1.06,0.49,0.49,0.98
2128_007.6,0.64,0.65,1.03,0.59,0.6,1.01,0.49,0.51,0.93
2128_007.8,0.45,0.44,0.82,0.41,0.41,0.76,0.34,0.35,0.7
2128_007.9,0.44,0.51,0.74,0.4,0.47,0.68,0.33,0.4,0.63
2128_008.1,0.84,0.74,1.07,0.78,0.68,1.05,0.64,0.58,0.97
2128_008.2,0.61,0.59,0.86,0.56,0.54,0.79,0.47,0.46,0.73
2130_000.0,0.67,0.65,0.72,0.62,0.6,0.66,0.51,0.51,0.61
2130_000.8,1.01,0.81,1.15,0.98,0.74,1.12,0.81,0.63,1.04
2130_001.3,0.32,0.24,0.46,0.29,0.22,0.43,0.24,0.19,0.39
2135_000.0,1.31,0.68,1.77,1.28,0.63,1.74,1.06,0.54,1.6
2135_001.0,0.91,0.71,1.19,0.83,0.66,1.17,0.69,0.56,1.07
2136_000.0,0.96,0.53,1.32,0.91,0.49,1.3,0.76,0.42,1.2
2138_000.0,0.84,0.3,1.2,0.77,0.28,1.18,0.64,0.24,1.09
2140_000.0,0.28,0.16,0.65,0.26,0.15,0.6,0.22,0.12,0.55
2140_000.8,0.34,0.14,0.48,0.31,0.13,0.44,0.26,0.11,0.41
2140_001.5,0.42,0.07,0.65,0.39,0.07,0.6,0.32,0.06,0.55
2140_002.7,0.19,0.09,0.29,0.18,0.09,0.27,0.15,0.07,0.25
2140_003.1,0.14,0.09,0.18,0.13,0.08,0.16,0.11,0.07,0.15
2140_003.3,0.79,0.46,0.9,0.73,0.43,0.83,0.6,0.36,0.76
2142_000.0,0.74,0.58,1.05,0.68,0.54,1.03,0.56,0.46,0.95
2142_000.3,0.79,0.61,1.01,0.72,0.56,0.98,0.6,0.48,0.9
2142_001.7,0.88,0.67,1.4,0.81,0.62,1.37,0.67,0.52,1.27
2142_002.1,0.71,0.69,1.25,0.65,0.63,1.22,0.54,0.54,1.13
2142_002.5,0.74,0.79,1.08,0.68,0.72,1.06,0.56,0.62,0.98
2142_002.7,0.57,0.52,0.77,0.52,0.48,0.71,0.43,0.41,0.65
2144_000.0,0.26,0.29,0.4,0.24,0.27,0.36,0.2,0.23,0.34
2144_000.4,0.24,0.25,0.38,0.22,0.23,0.35,0.18,0.2,0.33
2144_001.3,0.73,0.78,1.1,0.67,0.72,1.08,0.56,0.61,1.0
2145_000.0,0.31,0.28,0.59,0.29,0.26,0.54,0.24,0.22,0.49
2146_000.0,0.19,0.08,0.56,0.17,0.08,0.52,0.14,0.06,0.48
2146_000.2,0.18,0.09,0.53,0.17,0.08,0.49,0.14,0.07,0.45
2147_000.0,0.15,0.14,0.54,0.14,0.13,0.5,0.12,0.11,0.45
2148_000.0,0.25,0.19,0.23,0.23,0.17,0.21,0.19,0.15,0.19
2148_000.2,0.33,0.2,0.36,0.3,0.19,0.33,0.25,0.16,0.3
2148_000.3,0.89,0.51,1.23,0.82,0.47,1.2,0.68,0.4,1.11
2148_001.1,0.71,0.5,1.2,0.65,0.46,1.18,0.54,0.39,1.08
2148_002.0,0.44,0.19,1.51,0.41,0.18,1.48,0.34,0.15,1.36
2148_002.9,0.41,0.2,1.34,0.37,0.19,1.31,0.31,0.16,1.21
2148_003.8,0.48,0.21,1.24,0.45,0.19,1.22,0.37,0.16,1.12
2148_004.3,0.49,0.21,1.29,0.45,0.19,1.26,0.37,0.16,1.16
2148_004.9,0.46,0.26,1.37,0.42,0.24,1.34,0.35,0.2,1.23
2148_005.5,0.55,0.29,1.24,0.51,0.27,1.21,0.42,0.23,1.12
2148_005.6,0.27,0.27,0.62,0.25,0.25,0.57,0.21,0.21,0.53
2148_005.8,0.56,0.6,1.01,0.51,0.55,0.98,0.43,0.47,0.91
2148_005.9,0.67,0.68,0.87,0.62,0.63,0.8,0.51,0.53,0.74
2148_006.1,0.63,0.58,0.92,0.58,0.53,0.85,0.48,0.45,0.78
2148_006.2,0.49,0.59,0.87,0.45,0.54,0.8,0.37,0.46,0.74
2148_006.4,0.44,0.66,1.0,0.4,0.61,0.97,0.33,0.52,0.9
2148_006.5,0.52,0.73,0.99,0.48,0.67,0.94,0.4,0.57,0.87
2148_006.7,0.59,0.6,0.89,0.54,0.55,0.82,0.45,0.47,0.76
2148_006.8,0.48,0.39,0.47,0.44,0.36,0.43,0.36,0.31,0.4
2148_007.0,0.47,0.33,0.54,0.43,0.31,0.5,0.36,0.26,0.46
2149_000.7,0.76,0.26,0.62,0.7,0.24,0.57,0.58,0.2,0.52
2149_001.1,0.85,0.42,0.97,0.78,0.39,0.92,0.65,0.33,0.85
2149_001.4,0.86,0.59,1.25,0.79,0.54,1.22,0.66,0.46,1.13
2149_001.7,1.01,0.75,1.52,0.98,0.69,1.49,0.81,0.59,1.37
2149_001.8,0.56,0.3,1.0,0.51,0.28,0.97,0.43,0.24,0.89
2149_002.3,0.13,0.08,0.26,0.12,0.07,0.24,0.1,0.06,0.22
2150_000.0,1.08,0.88,1.41,1.03,0.78,1.34,0.85,0.67,1.17
2150_000.8,0.2,0.19,0.23,0.19,0.18,0.21,0.16,0.15,0.19
2150_001.5,0.24,0.17,0.42,0.22,0.16,0.39,0.18,0.14,0.35
2151_000.0,0.53,0.33,0.94,0.49,0.3,0.89,0.41,0.26,0.8
2151_001.0,0.29,0.19,0.42,0.27,0.18,0.39,0.22,0.15,0.35
2151_001.5,0.32,0.2,0.4,0.3,0.18,0.37,0.25,0.16,0.33
2151_001.8,0.36,0.22,0.4,0.33,0.2,0.37,0.27,0.17,0.33
2151_002.2,0.42,0.23,0.42,0.38,0.21,0.38,0.32,0.19,0.34
2151_002.3,0.48,0.27,0.5,0.44,0.25,0.46,0.37,0.22,0.41
2153_001.4,1.04,0.74,0.93,1.02,0.68,0.89,0.85,0.59,0.8
2153_002.1,0.15,0.15,0.21,0.14,0.14,0.19,0.11,0.12,0.18
2153_003.0,0.14,0.1,0.16,0.13,0.09,0.14,0.11,0.08,0.13
2153_004.0,1.58,1.45,1.94,1.55,1.42,1.9,1.28,1.21,1.75
2153_004.4,0.23,0.18,0.28,0.21,0.17,0.25,0.18,0.14,0.23
2153_005.0,0.4,0.29,0.53,0.37,0.27,0.49,0.3,0.23,0.45
2153_005.4,0.61,0.41,0.79,0.56,0.38,0.73,0.46,0.32,0.67
2153_005.7,0.45,0.31,0.63,0.41,0.28,0.58,0.34,0.24,0.54
2154_000.0,0.05,0.02,0.07,0.04,0.02,0.06,0.04,0.02,0.06
2154_001.2,0.11,0.07,0.16,0.1,0.06,0.15,0.08,0.05,0.13
2154_002.2,0.29,0.21,0.38,0.27,0.19,0.35,0.22,0.17,0.31
2154_003.2,0.41,0.31,0.67,0.38,0.28,0.62,0.31,0.24,0.56
2154_003.7,0.05,0.02,0.06,0.04,0.02,0.06,0.04,0.01,0.05
2155_000.0,0.05,0.04,0.07,0.05,0.04,0.07,0.04,0.03,0.06
2155_001.0,0.05,0.05,0.09,0.05,0.05,0.08,0.04,0.04,0.08
2156_000.0,0.1,0.12,0.2,0.09,0.11,0.18,0.07,0.09,0.17
2156_000.7,0.82,0.66,0.9,0.75,0.61,0.86,0.62,0.52,0.79
2156_001.3,0.79,0.52,1.17,0.73,0.48,1.15,0.61,0.41,1.06
2156_002.0,0.69,0.48,0.91,0.64,0.44,0.84,0.53,0.38,0.76
2156_002.3,0.76,0.5,1.05,0.7,0.46,1.03,0.59,0.4,0.92
2156_003.1,0.79,0.51,1.05,0.73,0.47,1.03,0.6,0.41,0.92
2156_003.4,0.27,0.21,0.41,0.25,0.19,0.38,0.21,0.16,0.34
2156_003.9,0.66,0.56,0.99,0.61,0.52,0.94,0.51,0.45,0.85
2156_004.9,0.52,0.4,0.89,0.48,0.37,0.82,0.4,0.32,0.74
2156_005.4,0.74,0.69,0.95,0.68,0.64,0.9,0.56,0.55,0.81
2156_006.4,1.09,0.66,1.44,1.06,0.61,1.41,0.89,0.53,1.27
2156_006.9,1.14,0.7,1.33,1.12,0.65,1.31,0.93,0.55,1.21
2156_007.4,1.41,0.76,2.06,1.38,0.7,2.02,1.15,0.61,1.82
2156_008.4,0.56,0.33,1.3,0.52,0.31,1.28,0.43,0.27,1.15
2156_008.7,0.62,0.34,1.2,0.57,0.31,1.17,0.47,0.27,1.06
2156_009.6,0.79,0.41,1.07,0.73,0.38,1.05,0.61,0.33,0.94
2156_010.6,0.85,0.51,1.09,0.78,0.47,1.07,0.65,0.4,0.98
2156_011.6,1.06,0.69,1.24,1.04,0.63,1.21,0.86,0.54,1.12
2156_012.1,0.98,0.59,1.32,0.95,0.55,1.3,0.79,0.46,1.2
2157_001.0,0.22,0.13,0.54,0.2,0.12,0.5,0.17,0.11,0.45
2157_001.5,0.58,0.33,0.94,0.53,0.3,0.89,0.45,0.26,0.8
2158_000.0,0.68,0.65,1.25,0.63,0.59,1.23,0.52,0.52,1.1
2158_000.5,0.67,0.49,1.3,0.62,0.45,1.28,0.51,0.39,1.15
2159_002.5,0.42,0.33,0.43,0.39,0.3,0.39,0.32,0.26,0.35
2159_003.1,0.43,0.34,0.42,0.39,0.31,0.39,0.33,0.26,0.36
2159_003.6,0.33,0.26,0.33,0.31,0.24,0.3,0.25,0.21,0.28
2160_000.0,0.36,0.19,0.62,0.33,0.18,0.57,0.27,0.15,0.53
2160_001.0,0.24,0.22,0.55,0.22,0.2,0.5,0.18,0.17,0.46
2160_001.2,0.47,0.28,0.87,0.43,0.25,0.8,0.36,0.22,0.74
2160_002.0,0.27,0.27,0.42,0.25,0.25,0.39,0.21,0.21,0.36
2160_003.1,0.33,0.27,0.43,0.3,0.25,0.4,0.25,0.21,0.37
2160_004.1,0.25,0.25,0.36,0.23,0.23,0.33,0.19,0.19,0.31
2161_000.0,0.17,0.13,0.48,0.15,0.12,0.44,0.13,0.11,0.4
2161_001.0,0.17,0.11,0.26,0.15,0.1,0.24,0.13,0.09,0.22
2161_001.5,0.23,0.15,0.33,0.21,0.14,0.31,0.18,0.12,0.28
2161_001.9,0.4,0.23,0.59,0.37,0.21,0.54,0.31,0.18,0.48
2161_002.6,0.97,0.55,1.25,0.92,0.51,1.23,0.77,0.44,1.1
2161_003.2,0.98,0.59,1.09,0.93,0.54,1.07,0.78,0.47,0.96
2161_003.7,1.28,0.92,1.07,1.26,0.88,1.05,1.05,0.76,0.95
2161_003.8,1.1,1.15,1.22,1.08,1.13,1.2,0.89,0.96,1.11
2162_000.0,0.19,0.13,0.22,0.17,0.12,0.2,0.14,0.1,0.19
2162_000.4,0.63,0.45,0.9,0.58,0.41,0.82,0.48,0.35,0.76
2162_000.6,0.54,0.32,0.82,0.5,0.29,0.76,0.41,0.25,0.7
2162_001.1,0.47,0.26,0.71,0.44,0.24,0.66,0.36,0.21,0.61
2162_001.6,0.55,0.27,0.64,0.5,0.25,0.59,0.42,0.21,0.54
2162_002.4,0.57,0.32,0.73,0.53,0.3,0.67,0.43,0.25,0.62
2163_000.0,0.38,0.19,0.75,0.35,0.18,0.69,0.29,0.15,0.64
2164_000.0,0.61,0.38,1.01,0.56,0.35,0.98,0.47,0.3,0.88
2164_001.0,0.58,0.37,0.9,0.53,0.34,0.83,0.44,0.29,0.74
2164_002.0,0.89,0.45,1.2,0.82,0.42,1.17,0.68,0.36,1.08
2164_003.0,0.98,0.63,1.01,0.93,0.58,0.98,0.77,0.5,0.9
2164_003.5,0.93,0.66,1.11,0.88,0.6,1.08,0.73,0.51,1.0
2164_004.0,0.47,0.39,0.74,0.43,0.36,0.68,0.36,0.3,0.63
2164_005.0,1.25,1.1,2.39,1.23,1.08,2.34,1.02,0.92,2.16
2165_000.5,0.43,0.35,0.75,0.39,0.32,0.69,0.33,0.28,0.62
2165_000.9,0.46,0.3,0.56,0.42,0.28,0.51,0.35,0.24,0.46
2165_001.5,0.22,0.16,0.39,0.2,0.15,0.36,0.17,0.13,0.32
2165_002.1,0.18,0.13,0.19,0.17,0.12,0.18,0.14,0.11,0.16
2166_000.0,0.58,0.41,1.02,0.54,0.38,1.0,0.45,0.33,0.9
2167_000.0,0.18,0.19,0.19,0.17,0.18,0.18,0.14,0.15,0.16
2167_000.2,0.09,0.12,0.21,0.08,0.11,0.19,0.07,0.1,0.18
2168_000.0,0.32,0.28,0.84,0.3,0.25,0.77,0.25,0.22,0.71
2168_000.8,0.42,0.35,0.98,0.39,0.32,0.93,0.32,0.27,0.86
2168_001.0,0.56,0.4,0.76,0.52,0.37,0.7,0.43,0.32,0.64
2168_002.1,0.53,0.42,0.75,0.49,0.38,0.69,0.4,0.33,0.64
2168_002.6,0.36,0.31,0.66,0.33,0.29,0.61,0.27,0.24,0.56
2168_003.1,0.32,0.31,0.59,0.29,0.29,0.55,0.24,0.25,0.5
2169_000.0,0.16,0.14,0.47,0.15,0.13,0.43,0.12,0.12,0.39
2169_000.5,0.12,0.12,0.18,0.11,0.11,0.16,0.09,0.1,0.15
2172_000.0,0.51,0.29,1.04,0.47,0.27,1.02,0.39,0.23,0.92
2172_000.5,0.71,0.42,1.24,0.62,0.37,1.17,0.51,0.32,1.02
2172_001.5,0.87,0.64,1.01,0.8,0.59,0.98,0.67,0.51,0.88
2172_002.5,1.12,0.96,1.32,1.09,0.92,1.29,0.91,0.79,1.16
2172_003.2,0.36,0.35,0.46,0.33,0.32,0.42,0.27,0.28,0.38
2172_003.5,0.55,0.46,0.79,0.5,0.42,0.72,0.42,0.36,0.65
2172_003.8,0.55,0.43,0.67,0.51,0.4,0.62,0.42,0.35,0.56
2172_004.0,0.59,0.44,0.69,0.55,0.41,0.64,0.46,0.35,0.57
2172_004.5,0.73,0.47,0.75,0.67,0.44,0.69,0.56,0.38,0.62
2172_004.9,0.72,0.47,0.82,0.67,0.43,0.75,0.56,0.38,0.68
2172_005.0,0.72,0.5,0.81,0.66,0.46,0.75,0.55,0.4,0.67
2172_005.5,1.01,0.76,1.1,0.98,0.7,1.07,0.81,0.6,0.99
2172_005.8,1.07,0.9,1.25,1.05,0.83,1.22,0.87,0.7,1.13
2172_006.0,1.03,0.78,1.22,1.0,0.72,1.19,0.83,0.63,1.07
2172_006.5,1.02,0.78,1.1,1.0,0.72,1.08,0.83,0.61,1.0
2172_007.0,1.03,0.74,1.22,1.01,0.68,1.2,0.83,0.58,1.11
2172_007.5,1.09,0.76,1.19,1.06,0.69,1.16,0.88,0.59,1.07
2172_008.0,1.19,0.89,1.52,1.16,0.81,1.49,0.96,0.69,1.37
2172_008.5,1.19,0.87,1.46,1.16,0.8,1.43,0.96,0.68,1.32
2172_009.5,0.96,0.78,1.12,0.91,0.71,1.1,0.76,0.61,1.01
2172_009.8,0.98,0.8,1.35,0.93,0.73,1.32,0.77,0.62,1.22
2172_009.9,0.98,0.8,1.35,0.93,0.73,1.32,0.77,0.62,1.22
2172_010.0,1.02,0.8,1.33,0.99,0.73,1.3,0.82,0.63,1.2
2172_010.2,0.88,0.73,1.14,0.81,0.67,1.12,0.67,0.57,1.03
2172_010.4,0.87,0.73,1.12,0.8,0.67,1.1,0.66,0.57,1.02
2172_010.5,0.87,0.71,1.04,0.8,0.65,1.02,0.66,0.55,0.94
2172_010.7,0.92,0.81,1.12,0.88,0.74,1.1,0.73,0.63,1.01
2172_011.0,0.95,0.81,1.18,0.9,0.74,1.16,0.74,0.63,1.07
2172_011.3,0.91,0.81,1.22,0.83,0.75,1.19,0.69,0.64,1.1
2172_011.6,0.71,0.67,0.92,0.65,0.61,0.88,0.54,0.52,0.81
2172_011.9,0.72,0.66,0.92,0.66,0.61,0.88,0.55,0.52,0.81
2172_012.2,0.81,0.65,1.06,0.74,0.6,1.04,0.61,0.51,0.96
2172_012.5,0.6,0.51,0.79,0.56,0.47,0.72,0.46,0.4,0.67
2172_013.0,1.01,0.8,1.2,0.98,0.74,1.17,0.81,0.63,1.08
2172_013.5,0.94,0.73,1.15,0.89,0.68,1.12,0.74,0.59,1.01
2172_014.0,0.87,0.68,1.06,0.8,0.63,1.04,0.67,0.54,0.93
2172_014.5,0.69,0.61,0.96,0.63,0.56,0.91,0.53,0.49,0.82
2172_015.4,0.63,0.68,0.94,0.58,0.62,0.9,0.48,0.54,0.81
2173_000.0,0.08,0.07,0.09,0.07,0.06,0.09,0.06,0.05,0.08
2173_000.5,0.08,0.07,0.12,0.07,0.06,0.11,0.06,0.05,0.1
2173_001.1,0.08,0.07,0.12,0.08,0.06,0.11,0.06,0.05,0.1
2174_000.0,0.91,0.74,0.99,0.83,0.69,0.94,0.69,0.58,0.87
2174_000.1,1.35,1.23,1.48,1.32,1.21,1.45,1.1,1.03,1.34
2174_000.2,0.92,0.53,0.83,0.87,0.49,0.76,0.72,0.42,0.7
2174_000.6,0.35,0.25,0.46,0.33,0.23,0.42,0.27,0.2,0.39
2175_000.0,0.24,0.2,0.37,0.22,0.19,0.34,0.19,0.16,0.31
2176_000.0,0.51,0.46,1.04,0.47,0.42,1.02,0.39,0.36,0.94
2176_000.9,0.44,0.48,1.14,0.41,0.44,1.11,0.34,0.38,1.03
2176_001.8,0.33,0.26,1.31,0.31,0.24,1.28,0.25,0.2,1.18
2176_002.3,0.44,0.37,0.85,0.4,0.34,0.79,0.33,0.29,0.73
2176_002.9,0.66,0.58,0.83,0.61,0.53,0.76,0.5,0.45,0.7
2178_000.0,0.55,0.46,1.04,0.51,0.42,1.02,0.42,0.36,0.94
2178_000.9,0.56,0.46,1.41,0.51,0.42,1.38,0.42,0.36,1.27
2178_001.8,0.44,0.29,1.11,0.41,0.26,1.09,0.34,0.22,1.0
2178_002.6,0.77,0.33,1.16,0.71,0.3,1.14,0.58,0.26,1.05
2178_003.5,0.99,0.42,1.56,0.96,0.39,1.53,0.8,0.33,1.41
2178_004.1,0.68,0.4,0.98,0.63,0.36,0.93,0.52,0.31,0.86
2178_004.6,0.73,0.45,1.16,0.68,0.41,1.14,0.56,0.35,1.05
2178_005.2,0.22,0.1,0.44,0.2,0.09,0.4,0.17,0.08,0.37
2178_005.4,0.38,0.28,0.74,0.35,0.26,0.68,0.29,0.22,0.62
2178_005.7,0.77,0.5,0.65,0.71,0.46,0.6,0.58,0.39,0.55
2178_005.8,0.44,0.55,0.79,0.4,0.51,0.72,0.33,0.43,0.67
2178_006.0,0.24,0.18,0.3,0.22,0.17,0.27,0.18,0.14,0.25
2178_006.1,0.22,0.16,0.3,0.2,0.15,0.27,0.17,0.13,0.25
2178_006.3,0.2,0.14,0.29,0.19,0.13,0.27,0.15,0.11,0.24
2178_006.4,0.11,0.09,0.16,0.1,0.08,0.15,0.08,0.07,0.14
2179_000.0,0.24,0.12,0.37,0.22,0.11,0.34,0.18,0.1,0.31
2180_000.0,1.15,0.66,1.59,1.13,0.61,1.56,0.93,0.52,1.44
2180_000.6,1.53,0.98,1.89,1.5,0.94,1.85,1.24,0.8,1.71
2180_001.5,1.12,0.78,1.46,1.1,0.72,1.43,0.91,0.61,1.32
2180_002.4,0.99,0.69,1.26,0.96,0.63,1.23,0.8,0.54,1.14
2180_003.2,0.99,0.61,1.21,0.94,0.56,1.19,0.78,0.48,1.09
2180_004.1,1.19,0.75,1.53,1.17,0.69,1.49,0.96,0.59,1.38
2180_004.7,1.2,0.77,1.47,1.18,0.71,1.44,0.98,0.61,1.33
2180_005.2,0.99,0.68,1.3,0.96,0.62,1.28,0.8,0.54,1.15
2180_005.8,0.98,0.42,1.3,0.95,0.39,1.27,0.79,0.33,1.18
2180_006.0,0.91,0.46,1.18,0.84,0.43,1.16,0.7,0.36,1.07
2180_006.3,1.06,0.47,1.0,1.04,0.44,0.95,0.86,0.37,0.87
2180_006.4,1.26,0.73,1.22,1.23,0.67,1.2,1.02,0.57,1.1
2180_006.6,0.54,0.43,0.49,0.49,0.4,0.45,0.41,0.34,0.42
2180_006.7,0.55,0.38,0.59,0.51,0.35,0.54,0.42,0.3,0.5
2180_006.9,0.44,0.31,0.52,0.4,0.29,0.48,0.33,0.24,0.45
2180_007.0,0.32,0.35,0.49,0.29,0.32,0.45,0.24,0.28,0.42
2182_000.0,0.47,0.48,0.68,0.43,0.44,0.63,0.36,0.38,0.58
2183_000.0,0.07,0.08,0.37,0.06,0.08,0.34,0.05,0.07,0.31
2183_000.6,0.42,0.07,0.44,0.38,0.06,0.4,0.32,0.06,0.36
2184_000.0,0.4,0.38,0.54,0.37,0.35,0.5,0.31,0.31,0.45
2185_000.0,0.15,0.09,0.18,0.14,0.09,0.16,0.12,0.08,0.15
2185_001.4,0.15,0.16,0.28,0.14,0.15,0.26,0.12,0.13,0.23
2186_000.0,0.49,0.4,0.83,0.45,0.36,0.77,0.38,0.32,0.69
2186_000.1,0.56,0.51,0.84,0.52,0.46,0.77,0.43,0.4,0.7
2186_002.4,0.75,0.64,0.92,0.69,0.58,0.84,0.57,0.51,0.76
2186_002.8,0.74,0.57,0.81,0.68,0.53,0.75,0.56,0.46,0.67
2186_003.7,1.06,0.87,1.14,1.04,0.8,1.12,0.86,0.69,1.01
2186_004.6,1.29,0.99,1.33,1.26,0.94,1.3,1.05,0.82,1.17
2187_000.0,0.12,0.12,0.2,0.11,0.11,0.19,0.09,0.1,0.17
2187_000.4,0.14,0.12,0.29,0.13,0.11,0.27,0.11,0.09,0.24
2188_000.0,0.75,0.51,0.88,0.69,0.47,0.81,0.57,0.4,0.75
2189_000.0,0.18,0.13,0.36,0.16,0.12,0.33,0.14,0.1,0.3
2189_000.5,0.39,0.57,1.12,0.36,0.53,1.09,0.3,0.46,0.98
2190_000.0,1.49,1.22,2.01,1.46,1.19,1.97,1.21,1.02,1.82
2190_003.2,0.56,0.44,0.58,0.52,0.41,0.53,0.43,0.35,0.48
2190_004.2,0.52,0.49,0.56,0.48,0.45,0.51,0.4,0.39,0.46
2190_004.3,0.46,0.54,1.44,0.42,0.49,1.41,0.35,0.43,1.27
2191_000.0,0.04,0.03,0.05,0.04,0.03,0.05,0.03,0.03,0.04
2192_000.0,0.05,0.06,0.08,0.04,0.06,0.07,0.04,0.05,0.06
2193_000.0,0.21,0.16,0.35,0.2,0.14,0.32,0.16,0.13,0.29
2193_000.6,0.26,0.16,0.25,0.24,0.15,0.23,0.2,0.13,0.21
2193_001.0,0.32,0.19,0.34,0.29,0.17,0.3,0.24,0.14,0.26
2194_000.0,0.26,0.22,0.37,0.24,0.21,0.34,0.2,0.18,0.3
