SEGID,AnnWkAM15,AnnWkMD15,AnnWkPM15,AnnWkAMHr,AnnWkMDHr,AnnWkPMHr,AnnWkAMPrd,AnnWkMDPrd,AnnWkPMPrd
0215_010.6,0.91,0.88,1.1,0.87,0.81,1.08,0.76,0.69,0.98
0215_011.5,0.87,0.68,1.03,0.8,0.62,1.0,0.7,0.53,0.91
0215_013.5,0.85,0.55,0.99,0.78,0.51,0.96,0.68,0.44,0.87
0215_015.5,0.96,0.53,1.03,0.91,0.49,1.0,0.79,0.42,0.91
0215_017.5,0.91,0.49,0.94,0.84,0.45,0.9,0.73,0.39,0.82
0215_019.5,0.93,0.66,1.1,0.89,0.61,1.07,0.77,0.52,0.98
0215_020.6,0.77,0.6,0.91,0.71,0.55,0.87,0.62,0.47,0.79
0215_022.3,0.91,0.64,0.92,0.86,0.59,0.87,0.75,0.5,0.8
0215_023.7,0.91,0.59,0.9,0.84,0.54,0.86,0.73,0.46,0.78
0215_025.7,0.76,0.47,0.75,0.7,0.43,0.69,0.61,0.37,0.63
0215_026.7,0.27,0.15,0.24,0.25,0.14,0.22,0.21,0.12,0.2
0215_027.4,0.54,0.39,0.43,0.5,0.36,0.39,0.44,0.31,0.36
0225_000.1,0.23,0.2,0.29,0.21,0.19,0.26,0.17,0.16,0.24
0225_000.3,0.7,0.63,0.99,0.64,0.58,0.96,0.53,0.5,0.89
0225_000.6,1.23,1.15,1.53,1.21,1.12,1.5,1.0,0.96,1.38
0227_000.0,0.4,0.47,0.59,0.37,0.43,0.54,0.31,0.37,0.5
0227_000.5,0.48,0.45,0.7,0.44,0.42,0.65,0.36,0.36,0.6
0232_000.0,0.93,0.92,0.95,0.88,0.84,0.9,0.73,0.72,0.83
0232_000.1,1.27,1.25,1.38,1.24,1.22,1.36,1.03,1.04,1.25
0232_000.3,0.71,0.68,0.8,0.65,0.62,0.74,0.54,0.53,0.68
0232_000.9,0.77,0.59,0.82,0.71,0.54,0.75,0.59,0.46,0.7
0232_001.3,0.85,0.68,0.92,0.79,0.62,0.88,0.65,0.53,0.81
0232_002.3,0.39,0.25,0.42,0.35,0.23,0.39,0.29,0.2,0.36
0235_000.0,1.16,0.71,1.26,1.13,0.65,1.23,0.94,0.57,1.11
0235_000.5,1.04,0.77,1.09,1.02,0.71,1.06,0.85,0.61,0.96
0235_001.1,1.19,0.89,1.23,1.17,0.82,1.21,0.97,0.71,1.08
0235_001.2,1.0,0.71,1.07,0.97,0.66,1.04,0.81,0.57,0.94
0235_002.0,1.09,0.81,1.17,1.07,0.75,1.15,0.89,0.65,1.03
0235_002.4,1.05,0.82,1.04,1.03,0.76,1.02,0.86,0.66,0.92
0235_002.6,1.06,0.84,1.08,1.03,0.77,1.06,0.86,0.67,0.95
0235_003.1,0.9,0.67,0.93,0.83,0.61,0.88,0.69,0.53,0.79
0241_000.0,0.69,0.58,0.71,0.63,0.53,0.65,0.52,0.45,0.6
0241_000.3,0.81,0.77,0.97,0.74,0.71,0.92,0.61,0.6,0.85
0241_000.7,0.73,0.63,0.91,0.67,0.58,0.84,0.55,0.49,0.77
0241_001.2,0.75,0.61,0.92,0.69,0.56,0.85,0.57,0.48,0.78
0265_000.0,0.86,0.68,0.82,0.79,0.63,0.75,0.65,0.53,0.69
0265_000.4,0.8,0.68,1.02,0.73,0.63,0.99,0.61,0.54,0.91
0265_000.7,0.89,0.79,0.92,0.82,0.72,0.87,0.68,0.62,0.8
0265_001.2,0.92,0.82,0.98,0.88,0.76,0.95,0.73,0.64,0.88
0265_001.7,0.98,0.9,1.08,0.93,0.83,1.05,0.77,0.7,0.97
0265_002.3,0.82,0.73,0.95,0.76,0.68,0.9,0.63,0.58,0.83
0265_002.7,0.63,0.57,0.79,0.58,0.53,0.73,0.48,0.45,0.67
0265_003.6,0.78,0.62,0.91,0.72,0.57,0.86,0.59,0.48,0.8
0265_004.1,0.77,0.65,0.89,0.7,0.6,0.82,0.58,0.51,0.75
0266_000.0,0.72,0.51,0.74,0.67,0.47,0.68,0.55,0.4,0.63
0266_000.1,0.87,0.91,1.05,0.8,0.86,1.03,0.66,0.73,0.95
0266_000.3,1.03,0.87,1.25,1.01,0.8,1.23,0.83,0.68,1.13
0266_000.8,0.99,0.7,1.1,0.94,0.65,1.08,0.78,0.55,0.99
0266_001.7,0.76,0.61,0.85,0.7,0.56,0.78,0.58,0.47,0.72
0266_002.2,1.11,0.99,1.24,1.09,0.94,1.22,0.9,0.8,1.12
0266_002.6,1.02,1.01,1.09,0.99,0.98,1.07,0.82,0.83,0.99
0266_002.8,0.91,0.86,1.01,0.86,0.8,0.98,0.71,0.68,0.9
0266_003.0,0.92,0.83,1.03,0.85,0.77,1.01,0.7,0.65,0.93
0266_003.4,0.91,0.82,1.12,0.84,0.76,1.1,0.7,0.65,1.01
0266_003.5,0.78,0.72,0.95,0.72,0.67,0.91,0.6,0.57,0.84
0266_004.1,0.78,0.73,0.94,0.72,0.67,0.89,0.59,0.57,0.82
0266_004.4,0.82,0.84,0.99,0.75,0.77,0.96,0.62,0.65,0.88
0266_004.7,0.95,0.95,1.27,0.9,0.9,1.24,0.75,0.77,1.15
0266_005.0,0.89,0.89,1.11,0.85,0.82,1.09,0.7,0.7,1.0
0266_005.3,0.61,0.6,0.81,0.56,0.55,0.75,0.46,0.47,0.69
0266_006.0,0.77,0.66,0.91,0.71,0.61,0.84,0.58,0.52,0.77
0266_006.6,0.72,0.7,0.83,0.66,0.64,0.77,0.55,0.55,0.71
0266_006.9,0.66,0.67,0.87,0.61,0.61,0.8,0.51,0.53,0.72
0266_007.4,0.75,0.78,1.09,0.69,0.71,1.07,0.58,0.62,0.96
0266_008.1,0.71,0.86,1.38,0.66,0.79,1.35,0.55,0.68,1.21
0268_000.0,0.65,0.31,0.67,0.6,0.29,0.62,0.5,0.24,0.57
0268_000.2,0.59,0.48,0.53,0.54,0.44,0.49,0.45,0.37,0.45
0268_000.6,0.53,0.47,0.49,0.48,0.44,0.45,0.4,0.37,0.42
0269_000.0,1.39,1.04,1.22,1.37,1.01,1.19,1.13,0.86,1.1
0269_000.2,1.71,1.3,1.46,1.67,1.27,1.43,1.39,1.08,1.32
0269_000.3,1.43,1.23,1.29,1.4,1.2,1.27,1.16,1.02,1.17
0269_000.5,1.32,1.15,1.23,1.29,1.12,1.21,1.07,0.96,1.11
0269_000.6,1.07,0.93,1.02,1.05,0.88,0.99,0.87,0.75,0.91
0269_000.8,1.09,0.95,1.06,1.07,0.9,1.04,0.88,0.77,0.96
0269_000.9,0.58,0.63,0.77,0.54,0.58,0.7,0.45,0.49,0.65
0269_001.0,0.53,0.62,0.75,0.49,0.57,0.69,0.4,0.49,0.63
0269_001.2,0.7,0.82,0.93,0.64,0.75,0.88,0.53,0.64,0.82
0269_001.3,0.68,0.81,0.99,0.62,0.74,0.94,0.52,0.63,0.87
0269_001.5,0.76,0.88,1.06,0.7,0.81,1.04,0.58,0.69,0.96
0269_001.7,0.93,1.04,1.42,0.88,1.02,1.39,0.73,0.87,1.28
0270_000.0,0.78,0.71,0.9,0.71,0.66,0.83,0.59,0.56,0.76
0270_000.2,0.7,0.73,0.91,0.64,0.67,0.83,0.53,0.57,0.77
0270_000.3,0.75,0.7,0.97,0.69,0.65,0.92,0.57,0.55,0.85
0270_000.5,0.78,0.79,0.95,0.72,0.73,0.9,0.6,0.62,0.83
0270_000.6,0.77,0.78,0.88,0.71,0.72,0.81,0.58,0.61,0.75
0273_000.0,0.46,0.34,0.53,0.42,0.31,0.49,0.35,0.27,0.44
0273_001.1,0.46,0.38,0.61,0.42,0.35,0.56,0.35,0.3,0.5
0273_002.1,0.34,0.31,0.49,0.31,0.28,0.45,0.26,0.25,0.4
0273_002.4,0.71,0.56,0.78,0.65,0.52,0.71,0.54,0.45,0.64
0273_003.0,0.61,0.42,0.76,0.56,0.39,0.69,0.47,0.34,0.62
0282_000.0,0.6,0.42,0.56,0.55,0.39,0.51,0.45,0.33,0.47
0282_000.1,1.79,0.54,1.45,1.75,0.49,1.42,1.45,0.42,1.31
0282_000.5,0.46,0.44,0.54,0.42,0.4,0.5,0.35,0.34,0.46
0282_001.0,1.53,0.77,1.44,1.5,0.71,1.41,1.24,0.61,1.3
0282_001.4,1.61,1.17,1.61,1.58,1.14,1.57,1.31,0.97,1.45
0282_001.8,0.41,0.5,0.63,0.37,0.46,0.58,0.31,0.39,0.54
0282_002.2,0.71,0.47,0.92,0.66,0.43,0.87,0.54,0.36,0.8
0282_002.4,1.17,0.48,0.56,1.14,0.44,0.51,0.94,0.38,0.47
0315_000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0315_000.9,0.85,0.57,0.97,0.75,0.51,0.88,0.62,0.44,0.77
0315_001.4,0.55,0.37,0.6,0.49,0.33,0.53,0.4,0.29,0.46
1082_008.5,0.14,0.09,0.11,0.13,0.08,0.09,0.11,0.07,0.08
1082_012.5,0.76,0.5,0.82,0.67,0.44,0.72,0.55,0.38,0.63
1082_013.3,0.65,0.56,0.83,0.6,0.52,0.77,0.5,0.45,0.69
1082_014.4,0.3,0.26,0.42,0.28,0.24,0.39,0.23,0.2,0.36
1084_000.0,0.15,0.07,0.28,0.13,0.06,0.25,0.11,0.05,0.22
1084_001.0,0.14,0.08,0.25,0.12,0.07,0.22,0.1,0.06,0.2
1085_000.0,0.23,0.15,0.3,0.2,0.14,0.27,0.17,0.12,0.23
1085_000.4,0.21,0.14,0.27,0.18,0.13,0.24,0.15,0.11,0.21
1085_001.5,0.22,0.18,0.31,0.2,0.16,0.27,0.16,0.14,0.24
1085_002.3,0.21,0.19,0.3,0.18,0.17,0.26,0.15,0.15,0.23
1085_003.4,0.22,0.19,0.34,0.19,0.17,0.3,0.16,0.14,0.26
1085_004.1,0.21,0.18,0.33,0.18,0.16,0.29,0.15,0.14,0.25
1085_005.4,0.09,0.06,0.1,0.08,0.06,0.09,0.07,0.05,0.08
1086_000.0,0.26,0.28,0.35,0.24,0.26,0.32,0.2,0.22,0.3
1086_000.7,0.39,0.38,0.53,0.36,0.35,0.49,0.3,0.3,0.45
1086_001.2,0.38,0.34,0.48,0.35,0.31,0.44,0.29,0.27,0.41
1086_001.7,0.25,0.22,0.3,0.23,0.2,0.28,0.19,0.17,0.26
1086_001.9,0.24,0.2,0.3,0.22,0.18,0.27,0.18,0.16,0.25
1086_002.6,0.3,0.24,0.36,0.28,0.22,0.33,0.23,0.19,0.3
1086_003.0,0.42,0.3,0.41,0.37,0.27,0.36,0.3,0.23,0.32
1086_003.4,0.19,0.13,0.16,0.17,0.12,0.14,0.14,0.1,0.13
1088_000.0,0.4,0.38,0.49,0.37,0.35,0.46,0.31,0.29,0.42
1088_000.4,0.36,0.4,0.55,0.33,0.37,0.51,0.27,0.32,0.46
1088_000.6,0.39,0.39,0.55,0.35,0.36,0.51,0.3,0.31,0.46
1090_000.0,0.09,0.09,0.12,0.08,0.08,0.11,0.07,0.07,0.1
1090_000.7,0.56,0.47,0.6,0.51,0.44,0.55,0.43,0.38,0.5
1090_001.2,0.36,0.29,0.47,0.33,0.27,0.43,0.28,0.23,0.39
1090_001.5,0.32,0.3,0.42,0.29,0.28,0.39,0.24,0.24,0.35
1092_000.0,0.04,0.05,0.07,0.04,0.04,0.06,0.03,0.04,0.06
1092_000.7,0.15,0.15,0.2,0.14,0.14,0.18,0.11,0.12,0.17
1092_001.2,0.09,0.09,0.13,0.08,0.08,0.12,0.07,0.07,0.11
1094_000.0,0.06,0.06,0.09,0.05,0.06,0.09,0.04,0.05,0.08
1094_000.4,0.41,0.35,0.6,0.38,0.32,0.55,0.31,0.27,0.51
1094_000.6,0.37,0.32,0.59,0.34,0.29,0.54,0.28,0.25,0.48
1094_000.9,0.29,0.24,0.4,0.27,0.22,0.36,0.22,0.19,0.33
1094_001.5,0.05,0.05,0.07,0.04,0.04,0.06,0.04,0.04,0.05
1096_000.0,0.17,0.16,0.22,0.16,0.15,0.2,0.13,0.13,0.18
1096_000.4,0.09,0.08,0.11,0.08,0.07,0.1,0.07,0.06,0.09
1098_000.0,0.39,0.26,0.47,0.34,0.23,0.41,0.28,0.2,0.36
1098_000.8,0.26,0.22,0.33,0.23,0.19,0.29,0.19,0.17,0.25
1100_000.0,0.4,0.34,0.56,0.37,0.32,0.52,0.31,0.27,0.47
1100_001.1,0.31,0.31,0.43,0.29,0.29,0.4,0.24,0.25,0.36
1100_001.6,0.14,0.12,0.18,0.12,0.11,0.17,0.1,0.09,0.15
1100_001.7,0.13,0.11,0.17,0.12,0.1,0.15,0.1,0.09,0.14
1102_000.0,0.01,0.0,0.03,0.01,0.0,0.03,0.01,0.0,0.02
1112_000.0,0.18,0.15,0.2,0.16,0.13,0.18,0.13,0.11,0.16
1112_002.2,0.22,0.15,0.19,0.19,0.13,0.17,0.15,0.11,0.15
1380_000.0,1.27,0.78,1.33,1.24,0.72,1.3,1.04,0.63,1.17
1380_000.1,0.91,0.57,0.82,0.84,0.52,0.76,0.7,0.45,0.68
1380_000.5,0.98,0.63,0.99,0.95,0.58,0.97,0.8,0.5,0.87
1380_001.2,1.31,0.8,1.36,1.29,0.73,1.33,1.07,0.64,1.2
1380_001.7,0.47,0.25,0.6,0.44,0.23,0.55,0.36,0.2,0.49
1384_000.0,0.38,0.44,0.44,0.35,0.4,0.41,0.29,0.35,0.37
1384_000.2,0.73,0.48,1.0,0.67,0.44,0.97,0.56,0.37,0.89
1384_000.6,0.73,0.45,0.91,0.67,0.42,0.84,0.56,0.36,0.77
1384_001.6,0.83,0.29,1.73,0.77,0.27,1.69,0.64,0.23,1.52
1384_002.5,0.85,0.35,1.61,0.79,0.32,1.58,0.66,0.28,1.42
1384_003.1,0.77,0.31,1.58,0.71,0.28,1.55,0.59,0.25,1.4
1384_003.8,0.55,0.33,1.81,0.51,0.3,1.78,0.42,0.26,1.6
1386_000.0,0.86,0.46,0.96,0.79,0.42,0.92,0.66,0.37,0.82
1386_000.5,0.83,0.53,0.98,0.76,0.48,0.93,0.63,0.41,0.86
1386_000.9,0.68,0.47,0.71,0.63,0.43,0.65,0.52,0.37,0.58
1388_000.0,1.03,0.66,1.08,1.0,0.6,1.06,0.82,0.51,0.98
1388_000.2,0.62,0.32,0.62,0.57,0.3,0.57,0.48,0.25,0.53
1388_000.5,0.9,0.44,0.96,0.85,0.4,0.92,0.71,0.35,0.82
1388_000.8,0.74,0.31,0.8,0.68,0.29,0.74,0.57,0.25,0.66
1388_001.4,0.6,0.31,0.76,0.55,0.29,0.7,0.46,0.25,0.63
1388_001.7,0.51,0.25,0.66,0.47,0.23,0.6,0.39,0.2,0.54
1388_002.4,1.1,0.84,1.38,1.08,0.77,1.35,0.89,0.66,1.24
1388_003.0,0.92,0.61,1.2,0.87,0.56,1.18,0.73,0.49,1.06
1388_003.9,0.68,0.26,1.07,0.63,0.24,1.05,0.52,0.21,0.95
1388_004.4,0.6,0.34,1.03,0.56,0.32,1.01,0.46,0.27,0.93
1388_004.9,0.22,0.13,0.5,0.21,0.12,0.46,0.17,0.11,0.41
1389_000.8,0.18,0.11,0.23,0.16,0.1,0.22,0.13,0.09,0.19
1389_001.2,0.16,0.1,0.2,0.14,0.09,0.18,0.12,0.08,0.16
1389_002.1,0.36,0.2,0.42,0.34,0.18,0.38,0.28,0.16,0.34
1389_003.1,0.23,0.14,0.34,0.21,0.13,0.31,0.17,0.11,0.28
1390_000.0,0.21,0.17,0.25,0.19,0.15,0.23,0.16,0.13,0.21
1390_000.3,0.14,0.15,0.3,0.13,0.14,0.28,0.11,0.12,0.26
1392_000.0,0.31,0.18,1.47,0.29,0.17,1.44,0.24,0.15,1.3
1392_001.2,1.43,0.55,1.87,1.4,0.5,1.83,1.17,0.44,1.64
1392_001.8,1.3,0.65,1.32,1.27,0.6,1.29,1.06,0.52,1.16
1392_002.1,0.58,0.32,0.71,0.53,0.3,0.66,0.44,0.26,0.59
1392_002.3,0.98,0.4,1.25,0.93,0.37,1.23,0.78,0.32,1.1
1392_002.4,0.42,0.23,0.53,0.39,0.21,0.48,0.32,0.18,0.44
1394_000.0,0.57,0.56,0.91,0.53,0.52,0.83,0.44,0.44,0.77
1396_000.0,0.67,0.48,0.73,0.61,0.44,0.67,0.51,0.39,0.6
1397_000.0,0.43,0.42,0.52,0.39,0.39,0.48,0.33,0.34,0.43
1398_000.0,0.15,0.15,0.39,0.14,0.14,0.36,0.12,0.12,0.33
1398_000.3,0.35,0.16,0.38,0.32,0.15,0.35,0.27,0.13,0.31
1400_000.0,0.36,0.29,0.5,0.34,0.27,0.46,0.28,0.24,0.41
1400_001.3,0.37,0.15,0.57,0.33,0.13,0.5,0.27,0.12,0.44
1400_002.7,0.22,0.16,0.37,0.2,0.14,0.32,0.16,0.12,0.28
1400_004.4,0.22,0.2,0.37,0.2,0.18,0.34,0.17,0.16,0.31
1400_006.5,0.48,0.37,0.62,0.44,0.34,0.57,0.37,0.3,0.51
1400_006.8,0.47,0.48,0.71,0.43,0.44,0.65,0.35,0.37,0.6
1400_007.5,0.51,0.58,0.65,0.47,0.53,0.6,0.38,0.45,0.55
1402_000.0,0.32,0.33,0.47,0.29,0.3,0.44,0.24,0.26,0.39
1404_000.0,0.6,0.52,0.85,0.55,0.48,0.78,0.46,0.41,0.72
1404_000.4,0.5,0.36,0.96,0.46,0.33,0.91,0.38,0.28,0.84
1404_001.1,0.92,0.37,1.19,0.87,0.34,1.16,0.72,0.29,1.07
1404_001.4,1.32,0.74,1.71,1.29,0.68,1.68,1.07,0.58,1.55
1404_002.1,0.99,0.61,1.34,0.94,0.56,1.31,0.78,0.48,1.21
1406_000.0,0.19,0.11,0.27,0.18,0.1,0.25,0.15,0.09,0.22
1408_000.0,0.61,0.46,0.8,0.56,0.42,0.73,0.46,0.36,0.68
1408_000.1,0.48,0.45,0.7,0.44,0.41,0.64,0.36,0.35,0.59
1408_000.7,0.9,0.59,1.0,0.86,0.54,0.95,0.71,0.47,0.85
1408_001.2,0.41,0.33,0.39,0.38,0.3,0.36,0.31,0.26,0.32
1410_000.0,0.45,0.3,0.53,0.41,0.28,0.49,0.34,0.24,0.44
1410_001.0,0.33,0.33,0.45,0.31,0.3,0.41,0.26,0.26,0.37
1410_001.5,0.8,0.95,1.22,0.73,0.9,1.2,0.61,0.77,1.1
1410_002.0,0.68,0.77,1.07,0.62,0.71,1.05,0.51,0.6,0.97
1410_002.2,0.91,0.77,1.09,0.86,0.71,1.07,0.71,0.61,0.98
1410_002.3,0.3,0.27,0.38,0.27,0.25,0.35,0.23,0.21,0.32
1416_000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1416_009.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1416_024.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1418_000.0,0.47,0.49,0.68,0.43,0.46,0.62,0.36,0.39,0.56
1418_000.9,0.37,0.33,0.5,0.34,0.31,0.46,0.28,0.26,0.42
1418_001.7,0.58,0.14,1.21,0.54,0.12,1.19,0.44,0.11,1.09
1420_000.0,0.64,0.77,0.8,0.59,0.71,0.74,0.49,0.6,0.68
1420_000.3,0.49,0.61,0.64,0.45,0.56,0.59,0.37,0.48,0.54
1420_000.7,0.92,0.83,1.22,0.87,0.76,1.19,0.73,0.66,1.07
1422_000.0,0.91,0.61,1.04,0.86,0.56,1.02,0.71,0.48,0.94
1422_000.7,1.15,0.84,1.39,1.13,0.77,1.36,0.93,0.66,1.26
1422_001.5,1.69,0.65,2.05,1.66,0.6,2.01,1.37,0.51,1.85
1422_002.0,1.06,0.8,1.42,1.04,0.74,1.39,0.86,0.63,1.28
1424_000.0,0.39,0.39,0.52,0.36,0.36,0.48,0.3,0.31,0.44
1424_000.3,0.5,0.37,0.57,0.46,0.34,0.52,0.38,0.29,0.48
1425_000.0,0.23,0.21,0.58,0.22,0.2,0.53,0.18,0.17,0.48
1425_000.6,0.3,0.33,0.59,0.28,0.3,0.54,0.23,0.26,0.5
1427_000.0,0.52,0.4,0.66,0.48,0.37,0.61,0.39,0.31,0.56
1427_000.1,0.38,0.25,0.5,0.35,0.23,0.46,0.29,0.19,0.43
1427_000.8,1.13,0.87,1.58,1.11,0.8,1.55,0.92,0.68,1.43
1427_000.9,0.45,0.42,0.58,0.42,0.38,0.54,0.35,0.33,0.49
1427_001.4,1.72,1.22,1.51,1.68,1.2,1.48,1.39,1.02,1.37
1428_000.0,0.21,0.12,0.64,0.19,0.11,0.59,0.16,0.1,0.54
1428_000.4,0.19,0.18,0.44,0.17,0.17,0.4,0.14,0.14,0.37
1428_001.1,0.31,0.24,0.44,0.28,0.22,0.41,0.23,0.19,0.38
1428_001.7,0.11,0.07,0.92,0.1,0.06,0.85,0.08,0.05,0.76
1428_004.2,0.19,0.15,0.38,0.17,0.13,0.35,0.15,0.12,0.32
1430_000.0,0.39,0.42,0.45,0.35,0.38,0.41,0.3,0.33,0.37
1431_000.5,0.71,0.29,1.0,0.65,0.27,0.97,0.54,0.23,0.9
1431_001.0,1.57,0.81,3.0,1.54,0.75,2.94,1.28,0.65,2.64
1431_002.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1431_004.1,0.18,0.14,0.5,0.16,0.12,0.46,0.13,0.11,0.41
1432_000.0,0.64,0.25,0.75,0.59,0.23,0.69,0.49,0.2,0.62
1433_000.0,0.73,0.77,0.88,0.67,0.71,0.81,0.55,0.6,0.75
1435_000.0,0.19,0.15,0.26,0.16,0.13,0.23,0.14,0.11,0.2
1435_000.4,0.73,0.55,0.93,0.64,0.49,0.82,0.53,0.42,0.71
1435_000.9,0.23,0.24,0.48,0.21,0.22,0.45,0.18,0.19,0.4
1435_001.5,0.22,0.22,0.48,0.2,0.21,0.44,0.17,0.18,0.4
1435_002.0,0.34,0.3,0.57,0.31,0.28,0.53,0.26,0.24,0.48
1435_002.5,0.7,0.57,0.83,0.65,0.52,0.76,0.54,0.45,0.69
1435_003.5,0.74,0.62,0.86,0.68,0.57,0.79,0.57,0.5,0.71
1436_000.0,0.48,0.48,0.71,0.44,0.44,0.66,0.37,0.38,0.61
1436_000.3,0.67,0.26,1.69,0.61,0.24,1.66,0.51,0.21,1.49
1438_000.8,0.95,0.67,0.87,0.9,0.62,0.8,0.75,0.53,0.74
1438_000.9,0.73,0.48,0.81,0.67,0.45,0.74,0.56,0.39,0.67
1438_001.9,0.73,0.45,0.8,0.67,0.41,0.73,0.56,0.36,0.66
1438_002.0,0.35,0.22,0.38,0.32,0.2,0.35,0.27,0.17,0.32
1438_002.4,0.45,0.33,0.54,0.41,0.3,0.5,0.34,0.26,0.45
1438_003.6,0.59,0.52,0.75,0.55,0.48,0.69,0.46,0.41,0.62
1438_004.6,0.68,0.64,0.84,0.63,0.59,0.77,0.52,0.51,0.69
1438_005.7,0.19,0.2,0.32,0.18,0.18,0.29,0.15,0.16,0.26
1439_000.0,0.61,0.5,0.81,0.56,0.46,0.75,0.47,0.4,0.67
1441_000.0,0.29,0.33,0.46,0.27,0.3,0.42,0.22,0.26,0.38
1442_000.0,0.9,0.59,0.98,0.83,0.55,0.95,0.69,0.47,0.86
1442_000.1,0.51,0.43,0.63,0.47,0.39,0.58,0.39,0.34,0.52
1443_000.0,0.08,0.07,0.12,0.08,0.06,0.11,0.07,0.06,0.1
1443_001.4,0.16,0.14,0.22,0.15,0.13,0.2,0.13,0.11,0.18
1445_000.6,0.06,0.07,0.12,0.06,0.07,0.11,0.05,0.06,0.1
1445_001.4,0.33,0.36,0.54,0.3,0.33,0.5,0.25,0.29,0.45
1445_002.9,0.94,0.76,1.31,0.89,0.7,1.28,0.74,0.61,1.15
1445_003.7,0.53,0.42,0.73,0.48,0.38,0.67,0.4,0.33,0.6
1446_000.0,0.18,0.18,0.28,0.17,0.16,0.26,0.14,0.14,0.23
1446_000.8,0.29,0.25,0.41,0.27,0.23,0.38,0.22,0.2,0.34
1446_001.7,0.13,0.1,0.18,0.12,0.09,0.17,0.1,0.08,0.15
1446_002.7,0.11,0.08,0.11,0.1,0.08,0.1,0.09,0.07,0.09
1448_000.2,0.33,0.31,0.59,0.31,0.28,0.54,0.26,0.25,0.49
1449_000.0,0.39,0.29,0.5,0.36,0.27,0.46,0.3,0.24,0.41
1449_001.3,0.25,0.21,0.35,0.23,0.19,0.32,0.19,0.16,0.29
1450_000.0,0.21,0.16,0.29,0.2,0.15,0.26,0.16,0.13,0.24
1450_000.8,0.17,0.15,0.26,0.16,0.14,0.24,0.13,0.12,0.21
1452_000.0,0.42,0.31,0.75,0.39,0.28,0.69,0.32,0.24,0.62
1452_000.9,0.37,0.37,0.63,0.34,0.34,0.58,0.28,0.29,0.53
1454_000.0,0.88,0.76,1.02,0.81,0.7,1.0,0.67,0.6,0.93
1454_000.6,0.62,0.68,0.84,0.57,0.62,0.77,0.47,0.53,0.71
1456_000.0,0.33,0.24,0.49,0.3,0.22,0.45,0.25,0.19,0.4
1456_000.2,0.33,0.25,0.5,0.31,0.23,0.46,0.26,0.2,0.41
1456_001.0,0.39,0.38,0.63,0.36,0.35,0.58,0.3,0.3,0.52
1456_001.7,0.73,0.68,1.11,0.67,0.62,1.09,0.56,0.54,0.98
1456_002.7,0.6,0.48,0.91,0.55,0.45,0.84,0.46,0.39,0.75
1456_003.4,0.73,0.57,0.9,0.67,0.52,0.86,0.56,0.45,0.77
1456_003.7,0.31,0.24,0.41,0.29,0.22,0.38,0.24,0.19,0.34
1458_000.0,0.44,0.37,0.74,0.39,0.32,0.65,0.32,0.28,0.57
1458_000.4,0.49,0.38,0.92,0.43,0.33,0.81,0.36,0.29,0.71
1458_000.8,0.39,0.3,0.73,0.34,0.26,0.64,0.29,0.23,0.56
1458_001.3,0.2,0.17,0.35,0.19,0.16,0.32,0.16,0.14,0.29
1458_001.8,0.27,0.22,0.47,0.25,0.2,0.43,0.21,0.18,0.39
1458_002.3,0.39,0.31,0.52,0.36,0.28,0.48,0.3,0.25,0.43
1458_002.8,0.35,0.29,0.5,0.32,0.26,0.46,0.27,0.23,0.41
1458_003.4,0.57,0.52,0.78,0.52,0.48,0.72,0.43,0.41,0.66
1458_003.8,0.59,0.57,0.87,0.54,0.52,0.8,0.45,0.44,0.73
1459_000.0,0.21,0.17,0.38,0.19,0.16,0.35,0.16,0.14,0.32
1459_000.3,0.13,0.11,0.38,0.12,0.1,0.35,0.1,0.09,0.32
1459_000.9,0.25,0.11,0.62,0.23,0.1,0.57,0.19,0.09,0.51
1459_001.5,0.14,0.09,0.37,0.12,0.08,0.33,0.1,0.07,0.29
1459_002.0,0.12,0.11,0.25,0.11,0.1,0.23,0.09,0.09,0.21
1459_003.1,0.19,0.14,0.19,0.18,0.13,0.18,0.15,0.11,0.16
1459_003.6,0.45,0.34,0.5,0.41,0.31,0.46,0.34,0.27,0.43
1459_003.9,1.42,1.47,1.79,1.39,1.44,1.75,1.15,1.23,1.61
1461_000.0,0.11,0.08,0.33,0.1,0.07,0.3,0.08,0.06,0.27
1461_000.5,0.19,0.14,0.28,0.17,0.13,0.26,0.15,0.11,0.23
1462_000.1,0.25,0.27,0.43,0.23,0.25,0.4,0.19,0.21,0.36
1462_001.1,0.4,0.36,0.46,0.36,0.33,0.43,0.3,0.28,0.38
1462_001.9,0.35,0.3,0.42,0.32,0.28,0.39,0.27,0.24,0.35
1462_002.3,0.33,0.31,0.36,0.3,0.28,0.33,0.25,0.25,0.3
1464_000.0,0.97,0.92,1.43,0.92,0.84,1.4,0.77,0.73,1.26
1464_001.0,0.84,0.86,1.33,0.78,0.79,1.3,0.65,0.69,1.17
1464_002.0,0.9,0.68,1.63,0.85,0.63,1.59,0.71,0.54,1.43
1464_002.5,0.4,0.51,1.05,0.37,0.47,1.03,0.31,0.41,0.92
