SiteGroupSeason,SeasonGroup,DOWGroup,Period,HourPercentOf,VolMaxHourPercent
SNJ,M06-Jun,W2-Weekend,AM,Period,0.4869340980581769
SNJ,M06-Jun,W2-Weekend,EV,Period,0.23785742745020985
SNJ,M06-Jun,W2-Weekend,MD,Period,0.18120050469319024
SNJ,M06-Jun,W2-Weekend,PM,Period,0.35606545506268145
SNJ,M07-Jul,1-Monday,AM,Period,0.4622269960615825
SNJ,M07-Jul,1-Monday,EV,Period,0.2515113471752776
SNJ,M07-Jul,1-Monday,MD,Period,0.18250637607233944
SNJ,M07-Jul,1-Monday,PM,Period,0.3524305166109603
SNJ,M07-Jul,2-Tuesday,AM,Period,0.4655507124281162
SNJ,M07-Jul,2-Tuesday,EV,Period,0.24702934440028973
SNJ,M07-Jul,2-Tuesday,MD,Period,0.18357113008178616
SNJ,M07-Jul,2-Tuesday,PM,Period,0.3528476638097871
SNJ,M07-Jul,3-Wednesday,AM,Period,0.4602093046001369
SNJ,M07-Jul,3-Wednesday,EV,Period,0.24564131405696893
SNJ,M07-Jul,3-Wednesday,MD,Period,0.18159725939406915
SNJ,M07-Jul,3-Wednesday,PM,Period,0.3512639443250435
SNJ,M07-Jul,4-Thursday,AM,Period,0.4668553904222694
SNJ,M07-Jul,4-Thursday,EV,Period,0.2389543874819163
SNJ,M07-Jul,4-Thursday,MD,Period,0.18289648039817719
SNJ,M07-Jul,4-Thursday,PM,Period,0.3519975031210986
SNJ,M07-Jul,5-Friday,AM,Period,0.4667942714564036
SNJ,M07-Jul,5-Friday,EV,Period,0.23401803053507428
SNJ,M07-Jul,5-Friday,MD,Period,0.18424527390422207
SNJ,M07-Jul,5-Friday,PM,Period,0.35446621318887217
SNJ,M07-Jul,6-Saturday,AM,Period,0.4631591406758596
SNJ,M07-Jul,6-Saturday,EV,Period,0.2521280660197142
SNJ,M07-Jul,6-Saturday,MD,Period,0.17777061509535322
SNJ,M07-Jul,6-Saturday,PM,Period,0.3513646791449583
SNJ,M07-Jul,7-Sunday,AM,Period,0.4897721905315554
SNJ,M07-Jul,7-Sunday,EV,Period,0.2540322580645161
SNJ,M07-Jul,7-Sunday,MD,Period,0.18299770633285387
SNJ,M07-Jul,7-Sunday,PM,Period,0.3540587862757516
SNJ,M07-Jul,W1-Weekday,AM,Period,0.463664916030006
SNJ,M07-Jul,W1-Weekday,EV,Period,0.24551911174361934
SNJ,M07-Jul,W1-Weekday,MD,Period,0.18261997260335497
SNJ,M07-Jul,W1-Weekday,PM,Period,0.35210764854135795
SNJ,M07-Jul,W2-Weekend,AM,Period,0.4724203413783205
SNJ,M07-Jul,W2-Weekend,EV,Period,0.24665762654406
SNJ,M07-Jul,W2-Weekend,MD,Period,0.1817169341449917
SNJ,M07-Jul,W2-Weekend,PM,Period,0.3533517590293718
SNJ,M08-Aug,1-Monday,AM,Period,0.4975890364605363
SNJ,M08-Aug,1-Monday,EV,Period,0.26709580706318065
SNJ,M08-Aug,1-Monday,MD,Period,0.17916240297501684
SNJ,M08-Aug,1-Monday,PM,Period,0.34860849550115086
SNJ,M08-Aug,2-Tuesday,AM,Period,0.49193030523566933
SNJ,M08-Aug,2-Tuesday,EV,Period,0.28090880260952295
SNJ,M08-Aug,2-Tuesday,MD,Period,0.18313202173110396
SNJ,M08-Aug,2-Tuesday,PM,Period,0.3466761447200706
SNJ,M08-Aug,3-Wednesday,AM,Period,0.48319695528068507
SNJ,M08-Aug,3-Wednesday,EV,Period,0.2712800842657551
SNJ,M08-Aug,3-Wednesday,MD,Period,0.18222190472788752
SNJ,M08-Aug,3-Wednesday,PM,Period,0.3486903294183808
SNJ,M08-Aug,4-Thursday,AM,Period,0.49535467921368476
SNJ,M08-Aug,4-Thursday,EV,Period,0.26300820135195685
SNJ,M08-Aug,4-Thursday,MD,Period,0.18388392153056643
SNJ,M08-Aug,4-Thursday,PM,Period,0.3484509599840556
SNJ,M08-Aug,5-Friday,AM,Period,0.49720044792833146
SNJ,M08-Aug,5-Friday,EV,Period,0.23822057077979047
SNJ,M08-Aug,5-Friday,MD,Period,0.1812330623306233
SNJ,M08-Aug,5-Friday,PM,Period,0.3478062630826304
SNJ,M08-Aug,6-Saturday,AM,Period,0.5100546321050796
SNJ,M08-Aug,6-Saturday,EV,Period,0.23940019785140318
SNJ,M08-Aug,6-Saturday,MD,Period,0.18187517266294068
SNJ,M08-Aug,6-Saturday,PM,Period,0.34569729842495045
SNJ,M08-Aug,7-Sunday,AM,Period,0.5194280674063414
SNJ,M08-Aug,7-Sunday,EV,Period,0.27359971739215766
SNJ,M08-Aug,7-Sunday,MD,Period,0.18315181392722574
SNJ,M08-Aug,7-Sunday,PM,Period,0.35203395093675605
SNJ,M08-Aug,W1-Weekday,AM,Period,0.49183061359361496
SNJ,M08-Aug,W1-Weekday,EV,Period,0.27028949873926283
SNJ,M08-Aug,W1-Weekday,MD,Period,0.1821004503889723
SNJ,M08-Aug,W1-Weekday,PM,Period,0.3481395229370366
SNJ,M08-Aug,W2-Weekend,AM,Period,0.5084031290598999
SNJ,M08-Aug,W2-Weekend,EV,Period,0.24944212496400806
SNJ,M08-Aug,W2-Weekend,MD,Period,0.18209610324383932
SNJ,M08-Aug,W2-Weekend,PM,Period,0.34851997702279036
SNJ,M09-Sep,1-Monday,AM,Period,0.5343487858719647
SNJ,M09-Sep,1-Monday,EV,Period,0.31375297911117345
SNJ,M09-Sep,1-Monday,MD,Period,0.1899501757367425
SNJ,M09-Sep,1-Monday,PM,Period,0.3588621961600303
SNJ,M09-Sep,2-Tuesday,AM,Period,0.5224198790759444
SNJ,M09-Sep,2-Tuesday,EV,Period,0.30721357850070724
SNJ,M09-Sep,2-Tuesday,MD,Period,0.19012762762762764
SNJ,M09-Sep,2-Tuesday,PM,Period,0.34997244760294144
SNJ,M09-Sep,3-Wednesday,AM,Period,0.5166353222773123
SNJ,M09-Sep,3-Wednesday,EV,Period,0.2918156491982363
SNJ,M09-Sep,3-Wednesday,MD,Period,0.1919104346616147
SNJ,M09-Sep,3-Wednesday,PM,Period,0.353913980978784
SNJ,M09-Sep,4-Thursday,AM,Period,0.524263847896218
SNJ,M09-Sep,4-Thursday,EV,Period,0.2787309745008895
SNJ,M09-Sep,4-Thursday,MD,Period,0.1903752805470014
SNJ,M09-Sep,4-Thursday,PM,Period,0.3532657489151579
SNJ,M09-Sep,5-Friday,AM,Period,0.5255467357848695
SNJ,M09-Sep,5-Friday,EV,Period,0.2585052438345446
SNJ,M09-Sep,5-Friday,MD,Period,0.18718130768734267
SNJ,M09-Sep,5-Friday,PM,Period,0.35070664418850145
SNJ,M09-Sep,6-Saturday,AM,Period,0.5368479612540088
SNJ,M09-Sep,6-Saturday,EV,Period,0.2768099728304299
SNJ,M09-Sep,6-Saturday,MD,Period,0.1842927099695094
SNJ,M09-Sep,6-Saturday,PM,Period,0.35126829522370956
SNJ,M09-Sep,7-Sunday,AM,Period,0.5498820161695872
SNJ,M09-Sep,7-Sunday,EV,Period,0.3019085386103026
SNJ,M09-Sep,7-Sunday,MD,Period,0.1854827128137005
SNJ,M09-Sep,7-Sunday,PM,Period,0.3558895957315822
SNJ,M09-Sep,W1-Weekday,AM,Period,0.5238312387136785
SNJ,M09-Sep,W1-Weekday,EV,Period,0.2964729438629448
SNJ,M09-Sep,W1-Weekday,MD,Period,0.19061413832927693
SNJ,M09-Sep,W1-Weekday,PM,Period,0.35375015599650567
SNJ,M09-Sep,W2-Weekend,AM,Period,0.5367119646171826
SNJ,M09-Sep,W2-Weekend,EV,Period,0.2772026235463863
SNJ,M09-Sep,W2-Weekend,MD,Period,0.18565162926365392
SNJ,M09-Sep,W2-Weekend,PM,Period,0.35257488498512884
SNJ,M10-Oct,1-Monday,AM,Period,0.5232380280032946
SNJ,M10-Oct,1-Monday,EV,Period,0.3324748463308266
SNJ,M10-Oct,1-Monday,MD,Period,0.18575957993199718
SNJ,M10-Oct,1-Monday,PM,Period,0.34737017310252993
SNJ,M10-Oct,2-Tuesday,AM,Period,0.5229934550465036
SNJ,M10-Oct,2-Tuesday,EV,Period,0.316727534591842
SNJ,M10-Oct,2-Tuesday,MD,Period,0.19037788663400979
SNJ,M10-Oct,2-Tuesday,PM,Period,0.3543130387366037
SNJ,M10-Oct,3-Wednesday,AM,Period,0.5213540557802853
SNJ,M10-Oct,3-Wednesday,EV,Period,0.30037928944946923
SNJ,M10-Oct,3-Wednesday,MD,Period,0.18883708014671002
SNJ,M10-Oct,3-Wednesday,PM,Period,0.34999493465707626
SNJ,M10-Oct,4-Thursday,AM,Period,0.5242489691733753
SNJ,M10-Oct,4-Thursday,EV,Period,0.2902041917783575
SNJ,M10-Oct,4-Thursday,MD,Period,0.18736761964256082
SNJ,M10-Oct,4-Thursday,PM,Period,0.34828230084108597
SNJ,M10-Oct,5-Friday,AM,Period,0.5167368913857678
SNJ,M10-Oct,5-Friday,EV,Period,0.2808199310278145
SNJ,M10-Oct,5-Friday,MD,Period,0.18181989823372258
SNJ,M10-Oct,5-Friday,PM,Period,0.34990159068176685
SNJ,M10-Oct,6-Saturday,AM,Period,0.5255799394845755
SNJ,M10-Oct,6-Saturday,EV,Period,0.3015283084404307
SNJ,M10-Oct,6-Saturday,MD,Period,0.18583386028555263
SNJ,M10-Oct,6-Saturday,PM,Period,0.35125027825183647
SNJ,M10-Oct,7-Sunday,AM,Period,0.5522651747781097
SNJ,M10-Oct,7-Sunday,EV,Period,0.3254811898512686
SNJ,M10-Oct,7-Sunday,MD,Period,0.1826831897425091
SNJ,M10-Oct,7-Sunday,PM,Period,0.35796759168142755
SNJ,M10-Oct,W1-Weekday,AM,Period,0.5229668505808999
SNJ,M10-Oct,W1-Weekday,EV,Period,0.30635463439293464
SNJ,M10-Oct,W1-Weekday,MD,Period,0.18816053531132107
SNJ,M10-Oct,W1-Weekday,PM,Period,0.35003434899613123
SNJ,M10-Oct,W2-Weekend,AM,Period,0.530796591519742
SNJ,M10-Oct,W2-Weekend,EV,Period,0.30037979123577296
SNJ,M10-Oct,W2-Weekend,MD,Period,0.18350500715307583
SNJ,M10-Oct,W2-Weekend,PM,Period,0.35296280924436413
SNJ,M11-Nov,1-Monday,AM,Period,0.49840319361277446
SNJ,M11-Nov,1-Monday,EV,Period,0.27271371027897956
SNJ,M11-Nov,1-Monday,MD,Period,0.18570446735395188
SNJ,M11-Nov,1-Monday,PM,Period,0.3562313830765271
SNJ,M11-Nov,2-Tuesday,AM,Period,0.4952203929899097
SNJ,M11-Nov,2-Tuesday,EV,Period,0.25337852331717364
SNJ,M11-Nov,2-Tuesday,MD,Period,0.18127526833172575
SNJ,M11-Nov,2-Tuesday,PM,Period,0.35356030501557295
SNJ,M11-Nov,3-Wednesday,AM,Period,0.47788960048795365
SNJ,M11-Nov,3-Wednesday,EV,Period,0.2508812955917769
SNJ,M11-Nov,3-Wednesday,MD,Period,0.18174091035248405
SNJ,M11-Nov,3-Wednesday,PM,Period,0.3483098249027237
SNJ,M11-Nov,4-Thursday,AM,Period,0.48903789648157914
SNJ,M11-Nov,4-Thursday,EV,Period,0.2506149800661634
SNJ,M11-Nov,4-Thursday,MD,Period,0.18247258538335615
SNJ,M11-Nov,4-Thursday,PM,Period,0.34964089891111283
SNJ,M11-Nov,5-Friday,AM,Period,0.5035402298850574
SNJ,M11-Nov,5-Friday,EV,Period,0.26338012096314045
SNJ,M11-Nov,5-Friday,MD,Period,0.18813910536510653
SNJ,M11-Nov,5-Friday,PM,Period,0.3530710980227177
SNJ,M11-Nov,6-Saturday,AM,Period,0.5269314982796371
SNJ,M11-Nov,6-Saturday,EV,Period,0.30491477856116095
SNJ,M11-Nov,6-Saturday,MD,Period,0.18269801604285457
SNJ,M11-Nov,6-Saturday,PM,Period,0.3492948670285275
SNJ,M11-Nov,7-Sunday,AM,Period,0.5470683162990855
SNJ,M11-Nov,7-Sunday,EV,Period,0.2978704603693558
SNJ,M11-Nov,7-Sunday,MD,Period,0.1830662030559519
SNJ,M11-Nov,7-Sunday,PM,Period,0.3656418681060784
SNJ,M11-Nov,W1-Weekday,AM,Period,0.4898932431980188
SNJ,M11-Nov,W1-Weekday,EV,Period,0.256014302591822
SNJ,M11-Nov,W1-Weekday,MD,Period,0.18278989365654083
SNJ,M11-Nov,W1-Weekday,PM,Period,0.35179073033707864
SNJ,M11-Nov,W2-Weekend,AM,Period,0.528012077063165
SNJ,M11-Nov,W2-Weekend,EV,Period,0.2889008331093792
SNJ,M11-Nov,W2-Weekend,MD,Period,0.18411668853430396
SNJ,M11-Nov,W2-Weekend,PM,Period,0.35575326100680854
SNJ,M12-Dec,1-Monday,AM,Period,0.4778227705056973
SNJ,M12-Dec,1-Monday,EV,Period,0.24745244565217392
SNJ,M12-Dec,1-Monday,MD,Period,0.18193059538530348
SNJ,M12-Dec,1-Monday,PM,Period,0.35330209188849704
SNJ,M12-Dec,2-Tuesday,AM,Period,0.46111398516985685
SNJ,M12-Dec,2-Tuesday,EV,Period,0.2387243735763098
SNJ,M12-Dec,2-Tuesday,MD,Period,0.18641899372616558
SNJ,M12-Dec,2-Tuesday,PM,Period,0.3526587231015472
SNJ,M12-Dec,3-Wednesday,AM,Period,0.46303119626627365
SNJ,M12-Dec,3-Wednesday,EV,Period,0.23659088672374767
SNJ,M12-Dec,3-Wednesday,MD,Period,0.18098502701801994
SNJ,M12-Dec,3-Wednesday,PM,Period,0.35950775159849346
SNJ,M12-Dec,4-Thursday,AM,Period,0.4675149574450156
SNJ,M12-Dec,4-Thursday,EV,Period,0.22356792144026186
SNJ,M12-Dec,4-Thursday,MD,Period,0.18543975645721353
SNJ,M12-Dec,4-Thursday,PM,Period,0.35452027872074326
SNJ,M12-Dec,5-Friday,AM,Period,0.4735277576926167
SNJ,M12-Dec,5-Friday,EV,Period,0.23419653963587017
SNJ,M12-Dec,5-Friday,MD,Period,0.1901438368635067
SNJ,M12-Dec,5-Friday,PM,Period,0.34824459948513226
SNJ,M12-Dec,6-Saturday,AM,Period,0.5007927699381639
SNJ,M12-Dec,6-Saturday,EV,Period,0.23031537841164734
SNJ,M12-Dec,6-Saturday,MD,Period,0.1840814786872878
SNJ,M12-Dec,6-Saturday,PM,Period,0.35160186146686667
SNJ,M12-Dec,7-Sunday,AM,Period,0.5015387771850636
SNJ,M12-Dec,7-Sunday,EV,Period,0.2677035236938032
SNJ,M12-Dec,7-Sunday,MD,Period,0.18618018500587158
SNJ,M12-Dec,7-Sunday,PM,Period,0.364205762314624
SNJ,M12-Dec,W1-Weekday,AM,Period,0.46709290018791716
SNJ,M12-Dec,W1-Weekday,EV,Period,0.23602861259257388
SNJ,M12-Dec,W1-Weekday,MD,Period,0.1837144841403979
SNJ,M12-Dec,W1-Weekday,PM,Period,0.35504959677875425
SNJ,M12-Dec,W2-Weekend,AM,Period,0.491252262345945
SNJ,M12-Dec,W2-Weekend,EV,Period,0.2426588172027794
SNJ,M12-Dec,W2-Weekend,MD,Period,0.18678836988249886
SNJ,M12-Dec,W2-Weekend,PM,Period,0.3544635143325038
SNJ,S01-Win,1-Monday,AM,Period,0.46960010028832894
SNJ,S01-Win,1-Monday,EV,Period,0.25559454785881397
SNJ,S01-Win,1-Monday,MD,Period,0.1860327246857956
SNJ,S01-Win,1-Monday,PM,Period,0.35618244133930926
SNJ,S01-Win,2-Tuesday,AM,Period,0.45565275908479136
SNJ,S01-Win,2-Tuesday,EV,Period,0.2506501422186103
SNJ,S01-Win,2-Tuesday,MD,Period,0.18572144790935527
SNJ,S01-Win,2-Tuesday,PM,Period,0.35672375660311834
SNJ,S01-Win,3-Wednesday,AM,Period,0.45655446305608044
SNJ,S01-Win,3-Wednesday,EV,Period,0.24681281094527363
SNJ,S01-Win,3-Wednesday,MD,Period,0.18316870339280833
SNJ,S01-Win,3-Wednesday,PM,Period,0.35688490006078594
SNJ,S01-Win,4-Thursday,AM,Period,0.45997896146122214
SNJ,S01-Win,4-Thursday,EV,Period,0.23351055429804707
SNJ,S01-Win,4-Thursday,MD,Period,0.18630633350947384
SNJ,S01-Win,4-Thursday,PM,Period,0.3565528444045068
SNJ,S01-Win,5-Friday,AM,Period,0.46790157932297
SNJ,S01-Win,5-Friday,EV,Period,0.2467488713698538
SNJ,S01-Win,5-Friday,MD,Period,0.1929293899238205
SNJ,S01-Win,5-Friday,PM,Period,0.35265526552655263
SNJ,S01-Win,6-Saturday,AM,Period,0.4795909448474784
SNJ,S01-Win,6-Saturday,EV,Period,0.26486816034141136
SNJ,S01-Win,6-Saturday,MD,Period,0.1835996316166474
SNJ,S01-Win,6-Saturday,PM,Period,0.35390980668908356
SNJ,S01-Win,7-Sunday,AM,Period,0.5073361851837045
SNJ,S01-Win,7-Sunday,EV,Period,0.28162316961149836
SNJ,S01-Win,7-Sunday,MD,Period,0.18736816638819376
SNJ,S01-Win,7-Sunday,PM,Period,0.36865548115265967
SNJ,S01-Win,W1-Weekday,AM,Period,0.4599337605918534
SNJ,S01-Win,W1-Weekday,EV,Period,0.24567619840500327
SNJ,S01-Win,W1-Weekday,MD,Period,0.18527992499324838
SNJ,S01-Win,W1-Weekday,PM,Period,0.3566045405486224
SNJ,S01-Win,W2-Weekend,AM,Period,0.4830557527439524
SNJ,S01-Win,W2-Weekend,EV,Period,0.2627472662489249
SNJ,S01-Win,W2-Weekend,MD,Period,0.1878234035695887
SNJ,S01-Win,W2-Weekend,PM,Period,0.3581258859280259
SNJ,S02-Spr,1-Monday,AM,Period,0.5195601507875679
SNJ,S02-Spr,1-Monday,EV,Period,0.30813426582992764
SNJ,S02-Spr,1-Monday,MD,Period,0.1873955550615853
SNJ,S02-Spr,1-Monday,PM,Period,0.35343902116207593
SNJ,S02-Spr,2-Tuesday,AM,Period,0.5197808373138522
SNJ,S02-Spr,2-Tuesday,EV,Period,0.30308444978503263
SNJ,S02-Spr,2-Tuesday,MD,Period,0.1888605959258133
SNJ,S02-Spr,2-Tuesday,PM,Period,0.3530683219486512
SNJ,S02-Spr,3-Wednesday,AM,Period,0.5125458287334232
SNJ,S02-Spr,3-Wednesday,EV,Period,0.2895491560195103
SNJ,S02-Spr,3-Wednesday,MD,Period,0.18812175913505885
SNJ,S02-Spr,3-Wednesday,PM,Period,0.35186401923809774
SNJ,S02-Spr,4-Thursday,AM,Period,0.5167181599725369
SNJ,S02-Spr,4-Thursday,EV,Period,0.2734460754218526
SNJ,S02-Spr,4-Thursday,MD,Period,0.18371613494472766
SNJ,S02-Spr,4-Thursday,PM,Period,0.35149799186768776
SNJ,S02-Spr,5-Friday,AM,Period,0.5241089342994799
SNJ,S02-Spr,5-Friday,EV,Period,0.2601534986985148
SNJ,S02-Spr,5-Friday,MD,Period,0.1847895446555419
SNJ,S02-Spr,5-Friday,PM,Period,0.34851667989438573
SNJ,S02-Spr,6-Saturday,AM,Period,0.534212103055722
SNJ,S02-Spr,6-Saturday,EV,Period,0.28570892924098773
SNJ,S02-Spr,6-Saturday,MD,Period,0.18564637502646317
SNJ,S02-Spr,6-Saturday,PM,Period,0.3530146590184831
SNJ,S02-Spr,7-Sunday,AM,Period,0.556995328943666
SNJ,S02-Spr,7-Sunday,EV,Period,0.3071807065217391
SNJ,S02-Spr,7-Sunday,MD,Period,0.18216123211682095
SNJ,S02-Spr,7-Sunday,PM,Period,0.35635939725272203
SNJ,S02-Spr,W1-Weekday,AM,Period,0.5170507666001912
SNJ,S02-Spr,W1-Weekday,EV,Period,0.2919355337530904
SNJ,S02-Spr,W1-Weekday,MD,Period,0.18697855231401347
SNJ,S02-Spr,W1-Weekday,PM,Period,0.3524195044611985
SNJ,S02-Spr,W2-Weekend,AM,Period,0.537772527118462
SNJ,S02-Spr,W2-Weekend,EV,Period,0.2816928909044691
SNJ,S02-Spr,W2-Weekend,MD,Period,0.18419242421223517
SNJ,S02-Spr,W2-Weekend,PM,Period,0.35250906688358513
SNJ,S03-Sum,1-Monday,AM,Period,0.4770658197895261
SNJ,S03-Sum,1-Monday,EV,Period,0.25904133769379184
SNJ,S03-Sum,1-Monday,MD,Period,0.1812487529293933
SNJ,S03-Sum,1-Monday,PM,Period,0.3524384908962001
SNJ,S03-Sum,2-Tuesday,AM,Period,0.47387387387387386
SNJ,S03-Sum,2-Tuesday,EV,Period,0.2600285830379286
SNJ,S03-Sum,2-Tuesday,MD,Period,0.18334840000163619
SNJ,S03-Sum,2-Tuesday,PM,Period,0.3509788285330081
SNJ,S03-Sum,3-Wednesday,AM,Period,0.46834578247403896
SNJ,S03-Sum,3-Wednesday,EV,Period,0.2558061648256628
SNJ,S03-Sum,3-Wednesday,MD,Period,0.181936997816756
SNJ,S03-Sum,3-Wednesday,PM,Period,0.3511724369090681
SNJ,S03-Sum,4-Thursday,AM,Period,0.4776261541141629
SNJ,S03-Sum,4-Thursday,EV,Period,0.24908840829943518
SNJ,S03-Sum,4-Thursday,MD,Period,0.18300677666470241
SNJ,S03-Sum,4-Thursday,PM,Period,0.3510198408561799
SNJ,S03-Sum,5-Friday,AM,Period,0.47691902175158724
SNJ,S03-Sum,5-Friday,EV,Period,0.23238179248190619
SNJ,S03-Sum,5-Friday,MD,Period,0.1832974774318738
SNJ,S03-Sum,5-Friday,PM,Period,0.3519423737109822
SNJ,S03-Sum,6-Saturday,AM,Period,0.48699631655318676
SNJ,S03-Sum,6-Saturday,EV,Period,0.24139098894375738
SNJ,S03-Sum,6-Saturday,MD,Period,0.17996412605935885
SNJ,S03-Sum,6-Saturday,PM,Period,0.35063475546305933
SNJ,S03-Sum,7-Sunday,AM,Period,0.50149249806041
SNJ,S03-Sum,7-Sunday,EV,Period,0.26160120863962355
SNJ,S03-Sum,7-Sunday,MD,Period,0.1817182756933881
SNJ,S03-Sum,7-Sunday,PM,Period,0.3554808821610335
SNJ,S03-Sum,W1-Weekday,AM,Period,0.4741548553916874
SNJ,S03-Sum,W1-Weekday,EV,Period,0.25569047775493164
SNJ,S03-Sum,W1-Weekday,MD,Period,0.18237852959712253
SNJ,S03-Sum,W1-Weekday,PM,Period,0.3513936496399685
SNJ,S03-Sum,W2-Weekend,AM,Period,0.48787836849285277
SNJ,S03-Sum,W2-Weekend,EV,Period,0.2445262858935496
SNJ,S03-Sum,W2-Weekend,MD,Period,0.18165465973204933
SNJ,S03-Sum,W2-Weekend,PM,Period,0.35273110695488763
SNJ,S04-Fal,1-Monday,AM,Period,0.5210139361351915
SNJ,S04-Fal,1-Monday,EV,Period,0.31045409034689914
SNJ,S04-Fal,1-Monday,MD,Period,0.18738685130180888
SNJ,S04-Fal,1-Monday,PM,Period,0.35425885741900637
SNJ,S04-Fal,2-Tuesday,AM,Period,0.5164945217560276
SNJ,S04-Fal,2-Tuesday,EV,Period,0.2990309396556507
SNJ,S04-Fal,2-Tuesday,MD,Period,0.18834835981959536
SNJ,S04-Fal,2-Tuesday,PM,Period,0.352367807487465
SNJ,S04-Fal,3-Wednesday,AM,Period,0.5090488245931284
SNJ,S04-Fal,3-Wednesday,EV,Period,0.2851550991203333
SNJ,S04-Fal,3-Wednesday,MD,Period,0.18832366340218773
SNJ,S04-Fal,3-Wednesday,PM,Period,0.35109879054794213
SNJ,S04-Fal,4-Thursday,AM,Period,0.5173699098355825
SNJ,S04-Fal,4-Thursday,EV,Period,0.27853691244133083
SNJ,S04-Fal,4-Thursday,MD,Period,0.18765519541754003
SNJ,S04-Fal,4-Thursday,PM,Period,0.350438593355686
SNJ,S04-Fal,5-Friday,AM,Period,0.5186427596033961
SNJ,S04-Fal,5-Friday,EV,Period,0.26827818762031497
SNJ,S04-Fal,5-Friday,MD,Period,0.18515097883127624
SNJ,S04-Fal,5-Friday,PM,Period,0.3508205664408783
SNJ,S04-Fal,6-Saturday,AM,Period,0.5304398640033999
SNJ,S04-Fal,6-Saturday,EV,Period,0.29249323951338474
SNJ,S04-Fal,6-Saturday,MD,Period,0.18452446243796722
SNJ,S04-Fal,6-Saturday,PM,Period,0.3507793551040652
SNJ,S04-Fal,7-Sunday,AM,Period,0.550111634830067
SNJ,S04-Fal,7-Sunday,EV,Period,0.3101593542180769
SNJ,S04-Fal,7-Sunday,MD,Period,0.18378927754721774
SNJ,S04-Fal,7-Sunday,PM,Period,0.35888000208420173
SNJ,S04-Fal,W1-Weekday,AM,Period,0.5156895351535308
SNJ,S04-Fal,W1-Weekday,EV,Period,0.29147238721979035
SNJ,S04-Fal,W1-Weekday,MD,Period,0.18794698008948127
SNJ,S04-Fal,W1-Weekday,PM,Period,0.35189407812604606
SNJ,S04-Fal,W2-Weekend,AM,Period,0.5327276940008882
SNJ,S04-Fal,W2-Weekend,EV,Period,0.2885727426471645
SNJ,S04-Fal,W2-Weekend,MD,Period,0.18445111924754992
SNJ,S04-Fal,W2-Weekend,PM,Period,0.35342311629205403
SNJ,Year,1-Monday,AM,Period,0.49923934749927074
SNJ,Year,1-Monday,EV,Period,0.28478377045667536
SNJ,Year,1-Monday,MD,Period,0.18525957171079024
SNJ,Year,1-Monday,PM,Period,0.35362665592702125
SNJ,Year,2-Tuesday,AM,Period,0.4963890828795298
SNJ,Year,2-Tuesday,EV,Period,0.2816840895983113
SNJ,Year,2-Tuesday,MD,Period,0.18673733720111257
SNJ,Year,2-Tuesday,PM,Period,0.352723174664546
SNJ,Year,3-Wednesday,AM,Period,0.4900953189341714
SNJ,Year,3-Wednesday,EV,Period,0.2722559661100669
SNJ,Year,3-Wednesday,MD,Period,0.18571057405720262
SNJ,Year,3-Wednesday,PM,Period,0.3520269560542993
SNJ,Year,4-Thursday,AM,Period,0.4969575136437405
SNJ,Year,4-Thursday,EV,Period,0.26231179604203125
SNJ,Year,4-Thursday,MD,Period,0.1848703815471963
SNJ,Year,4-Thursday,PM,Period,0.3516484392119365
SNJ,Year,5-Friday,AM,Period,0.5003545724761229
SNJ,Year,5-Friday,EV,Period,0.25222737689341007
SNJ,Year,5-Friday,MD,Period,0.18547553600879604
SNJ,Year,5-Friday,PM,Period,0.35057142656695056
SNJ,Year,6-Saturday,AM,Period,0.5116093950661398
SNJ,Year,6-Saturday,EV,Period,0.2709987467046977
SNJ,Year,6-Saturday,MD,Period,0.1835783481015564
SNJ,Year,6-Saturday,PM,Period,0.351893415658512
SNJ,Year,7-Sunday,AM,Period,0.5320328611514926
SNJ,Year,7-Sunday,EV,Period,0.289424516107954
SNJ,Year,7-Sunday,MD,Period,0.18312523785491147
SNJ,Year,7-Sunday,PM,Period,0.35831322263773163
SNJ,Year,W1-Weekday,AM,Period,0.49551640148806997
SNJ,Year,W1-Weekday,EV,Period,0.27431460664237267
SNJ,Year,W1-Weekday,MD,Period,0.18563660316773978
SNJ,Year,W1-Weekday,PM,Period,0.35245554819330804
SNJ,Year,W2-Weekend,AM,Period,0.5139667439657624
SNJ,Year,W2-Weekend,EV,Period,0.26938709987741877
SNJ,Year,W2-Weekend,MD,Period,0.18401836475910224
SNJ,Year,W2-Weekend,PM,Period,0.35352156705457677
SNK,M01-Jan,1-Monday,AM,Period,0.4499297138419495
SNK,M01-Jan,1-Monday,EV,Period,0.2616792758190787
SNK,M01-Jan,1-Monday,MD,Period,0.19230330904798731
SNK,M01-Jan,1-Monday,PM,Period,0.34843128310398136
SNK,M01-Jan,2-Tuesday,AM,Period,0.4524738547322457
SNK,M01-Jan,2-Tuesday,EV,Period,0.2667871776331646
SNK,M01-Jan,2-Tuesday,MD,Period,0.19455200856315324
SNK,M01-Jan,2-Tuesday,PM,Period,0.3485860354648471
SNK,M01-Jan,3-Wednesday,AM,Period,0.4517243056568899
SNK,M01-Jan,3-Wednesday,EV,Period,0.2611955588510771
SNK,M01-Jan,3-Wednesday,MD,Period,0.19792201019722766
SNK,M01-Jan,3-Wednesday,PM,Period,0.3462910885873767
SNK,M01-Jan,4-Thursday,AM,Period,0.4554786042112346
